x,y,cluster
9.921136,-1.354608,6.000000
7.945794,-0.647237,0.000000
10.872955,3.506606,3.000000
9.865239,-1.497851,1.000000
7.555345,5.326446,2.000000
9.766055,-1.384185,1.000000
7.860890,-0.576071,0.000000
11.054379,4.427968,-1.000000
9.734389,-1.223641,6.000000
10.965091,3.452983,3.000000
9.660761,-1.199359,-1.000000
8.133129,-0.733670,0.000000
9.863064,-1.430738,1.000000
8.108760,-0.720445,0.000000
8.931723,3.657354,17.000000
8.211464,-0.716785,0.000000
8.174274,-0.754331,0.000000
6.784586,-0.520399,4.000000
8.221685,4.165839,12.000000
6.751616,-0.524843,4.000000
6.866371,2.017516,9.000000
9.375189,3.645866,-1.000000
12.189924,6.365454,5.000000
7.877780,0.272753,-1.000000
0.697798,1.491114,16.000000
10.645626,3.567083,-1.000000
8.248848,-0.777111,0.000000
10.546248,3.174560,-1.000000
6.730743,3.026953,-1.000000
12.210155,6.385246,5.000000
10.931512,3.474907,3.000000
7.534857,5.395973,2.000000
9.778364,-1.241107,6.000000
9.880055,-1.555678,1.000000
9.838511,-1.500857,1.000000
11.008204,3.506428,3.000000
6.863722,-0.457462,4.000000
6.833674,-0.524478,4.000000
11.220286,4.887140,13.000000
8.583610,5.376288,-1.000000
9.840064,-1.349678,6.000000
8.097292,-0.697786,0.000000
10.794669,3.302074,-1.000000
7.162224,0.063982,-1.000000
9.717830,4.664533,-1.000000
8.009632,-0.707613,0.000000
-0.478752,1.908631,7.000000
9.484818,-1.018438,-1.000000
9.958105,-1.529569,1.000000
11.013373,2.226626,8.000000
6.716977,-0.567520,4.000000
7.220634,2.760604,-1.000000
8.493313,3.994509,12.000000
10.425866,2.235737,11.000000
-0.530412,1.958095,7.000000
7.052658,2.502123,-1.000000
9.393264,-0.237517,-1.000000
8.326678,5.322948,-1.000000
7.287294,-0.169535,10.000000
10.905259,2.381966,-1.000000
-0.419587,1.937593,7.000000
7.936772,-0.491900,0.000000
6.869181,2.008445,9.000000
9.068773,-0.560681,-1.000000
7.506822,5.345089,2.000000
8.559236,5.433982,-1.000000
6.848495,2.707785,-1.000000
8.266188,-0.639317,0.000000
-0.499787,1.981866,7.000000
8.682175,3.979228,-1.000000
9.653069,4.684064,-1.000000
0.668035,1.506686,16.000000
9.260186,3.893926,-1.000000
12.170574,6.338408,5.000000
7.517461,5.357189,2.000000
6.877756,-0.493801,4.000000
9.829998,-1.415431,6.000000
9.776377,-1.457954,1.000000
12.113190,6.301756,5.000000
8.191388,4.193316,-1.000000
8.634563,3.578350,17.000000
6.980137,2.168361,9.000000
7.971745,-0.621476,0.000000
9.796183,-1.326931,6.000000
12.065086,6.294525,5.000000
10.489046,2.699277,11.000000
6.903532,2.357256,9.000000
9.015652,-0.642011,-1.000000
11.010410,3.492345,3.000000
9.037810,3.654628,-1.000000
9.401849,4.636707,15.000000
9.878407,1.277426,-1.000000
6.902326,2.152372,9.000000
9.091552,-0.331571,-1.000000
-0.583107,2.001543,7.000000
10.633446,3.521128,-1.000000
7.489380,5.126403,2.000000
6.845227,2.323425,-1.000000
