x,y,cluster
-0.768223,4.246252,-1.000000
4.837621,3.231008,-1.000000
5.283548,2.287348,0.000000
-0.577483,3.684264,1.000000
4.986962,5.357399,2.000000
-0.607726,3.797458,1.000000
5.056947,4.053466,16.000000
-0.460354,4.989068,14.000000
-0.630370,3.862543,1.000000
5.228757,2.270444,0.000000
-0.657764,3.760207,1.000000
4.760402,2.992836,19.000000
-0.566534,3.624524,1.000000
4.677115,2.973143,19.000000
4.211313,4.954338,-1.000000
4.670622,2.962524,19.000000
4.691553,2.972810,19.000000
5.448883,4.554517,3.000000
-0.340927,5.048444,4.000000
5.368799,4.499352,3.000000
4.779622,4.911941,-1.000000
-0.054014,4.658422,-1.000000
5.767817,6.360885,5.000000
4.779858,4.411375,-1.000000
3.854546,4.933780,6.000000
4.922281,4.202965,-1.000000
4.761910,3.044193,19.000000
-1.108230,4.329557,-1.000000
-0.324285,4.455575,-1.000000
5.745008,6.336414,5.000000
5.210215,2.280050,0.000000
4.989289,5.302695,2.000000
-0.911794,4.027297,-1.000000
-0.599735,3.828275,1.000000
-0.694174,3.905684,-1.000000
5.201642,2.268770,0.000000
5.110145,4.288892,3.000000
5.328520,4.551454,3.000000
4.852111,5.390874,18.000000
4.990100,5.493578,-1.000000
-0.604778,3.809763,1.000000
4.756110,3.012157,19.000000
4.461428,4.128607,-1.000000
5.225490,3.689978,11.000000
4.267599,5.109910,-1.000000
4.924007,3.660222,-1.000000
1.646554,4.748724,7.000000
-0.195159,3.921680,-1.000000
-0.599722,3.616165,1.000000
-0.579555,4.531069,10.000000
5.240563,4.370707,3.000000
0.005947,5.098568,-1.000000
-0.841753,4.210906,-1.000000
-0.886640,4.022151,9.000000
1.533608,4.674839,7.000000
-0.256476,4.791147,-1.000000
-0.507945,4.338749,-1.000000
4.915076,5.399381,2.000000
5.241828,4.396992,-1.000000
5.229528,4.102457,16.000000
1.433088,4.723498,7.000000
-0.144984,3.624904,-1.000000
4.933716,4.894857,-1.000000
4.550309,4.041897,-1.000000
4.987256,5.380335,2.000000
5.452520,6.005801,-1.000000
4.595606,4.796152,-1.000000
4.629279,3.157444,-1.000000
1.702572,4.829773,7.000000
-0.262644,4.788780,-1.000000
4.905417,5.463299,18.000000
3.840544,4.900476,6.000000
-0.449805,4.145879,-1.000000
5.720208,6.309799,5.000000
5.052447,5.308319,2.000000
5.307461,4.482863,3.000000
-0.610187,3.611680,1.000000
-0.474227,3.832677,1.000000
5.796875,6.385395,5.000000
-0.290896,5.082063,4.000000
0.001934,5.033838,-1.000000
4.754173,4.525115,-1.000000
4.797574,2.981667,-1.000000
-0.624627,3.576631,1.000000
5.578109,6.183539,5.000000
-0.848451,3.946329,9.000000
4.676326,4.603570,8.000000
-0.299075,3.717705,-1.000000
5.223131,2.252933,0.000000
0.165005,4.858303,-1.000000
-0.383800,4.970111,12.000000
4.579732,3.980299,-1.000000
4.974723,4.697569,-1.000000
4.410113,3.815950,-1.000000
1.715652,4.846958,7.000000
4.314465,4.333266,-1.000000
4.634677,4.581512,8.000000
4.286205,4.511456,-1.000000
6.086226,6.315254,-1.000000
-0.913022,4.066033,9.000000
5.264874,4.427661,-1.000000
-0.002162,4.726214,-1.000000
-0.360547,3.860543,-1.000000
-1.065490,4.001236,9.000000
4.798627,5.052394,2.000000
-0.474951,4.929743,14.000000
-0.815201,4.037428,-1.000000
4.971706,5.456664,2.000000
4.793612,5.042949,2.000000
4.305694,5.192208,-1.000000
4.059088,4.420146,-1.000000
-0.498523,4.862137,-1.000000
