x,y,cluster
9.921136,-1.354608,65.000000
7.945794,-0.647237,67.000000
10.872955,3.506606,36.000000
9.865239,-1.497851,42.000000
7.555345,5.326446,12.000000
9.766055,-1.384185,96.000000
7.860890,-0.576071,67.000000
11.054379,4.427968,20.000000
9.734389,-1.223641,3.000000
10.965091,3.452983,85.000000
9.660761,-1.199359,29.000000
8.133129,-0.733670,38.000000
9.863064,-1.430738,80.000000
8.108760,-0.720445,38.000000
8.931723,3.657354,62.000000
8.211464,-0.716785,38.000000
8.174274,-0.754331,38.000000
6.784586,-0.520399,47.000000
8.221685,4.165839,39.000000
6.751616,-0.524843,47.000000
6.866371,2.017516,49.000000
9.375189,3.645866,51.000000
12.189924,6.365454,4.000000
7.877780,0.272753,28.000000
0.697798,1.491114,37.000000
10.645626,3.567083,54.000000
8.248848,-0.777111,38.000000
10.546248,3.174560,41.000000
6.730743,3.026953,32.000000
12.210155,6.385246,4.000000
10.931512,3.474907,85.000000
7.534857,5.395973,12.000000
9.778364,-1.241107,3.000000
9.880055,-1.555678,42.000000
9.838511,-1.500857,96.000000
11.008204,3.506428,85.000000
6.863722,-0.457462,47.000000
6.833674,-0.524478,47.000000
11.220286,4.887140,81.000000
8.583610,5.376288,79.000000
9.840064,-1.349678,65.000000
8.097292,-0.697786,38.000000
10.794669,3.302074,6.000000
7.162224,0.063982,35.000000
9.717830,4.664533,77.000000
8.009632,-0.707613,58.000000
-0.478752,1.908631,76.000000
9.484818,-1.018438,29.000000
9.958105,-1.529569,42.000000
11.013373,2.226626,10.000000
6.716977,-0.567520,47.000000
7.220634,2.760604,46.000000
8.493313,3.994509,34.000000
10.425866,2.235737,14.000000
-0.530412,1.958095,17.000000
7.052658,2.502123,75.000000
9.393264,-0.237517,50.000000
8.326678,5.322948,44.000000
7.287294,-0.169535,1.000000
10.905259,2.381966,59.000000
-0.419587,1.937593,76.000000
7.936772,-0.491900,9.000000
6.869181,2.008445,49.000000
9.068773,-0.560681,43.000000
7.506822,5.345089,12.000000
8.559236,5.433982,79.000000
6.848495,2.707785,7.000000
8.266188,-0.639317,58.000000
-0.499787,1.981866,17.000000
8.682175,3.979228,73.000000
9.653069,4.684064,74.000000
0.668035,1.506686,37.000000
9.260186,3.893926,33.000000
12.170574,6.338408,4.000000
7.517461,5.357189,12.000000
6.877756,-0.493801,47.000000
9.829998,-1.415431,80.000000
9.776377,-1.457954,96.000000
12.113190,6.301756,4.000000
8.191388,4.193316,39.000000
8.634563,3.578350,52.000000
6.980137,2.168361,49.000000
7.971745,-0.621476,67.000000
9.796183,-1.326931,80.000000
12.065086,6.294525,4.000000
10.489046,2.699277,71.000000
6.903532,2.357256,7.000000
9.015652,-0.642011,43.000000
11.010410,3.492345,85.000000
9.037810,3.654628,86.000000
9.401849,4.636707,94.000000
9.878407,1.277426,78.000000
6.902326,2.152372,49.000000
9.091552,-0.331571,72.000000
-0.583107,2.001543,17.000000
10.633446,3.521128,54.000000
7.489380,5.126403,89.000000
6.845227,2.323425,27.000000
8.898685,5.654943,24.000000
10.447724,2.589469,71.000000
7.252009,-0.198129,1.000000
9.421391,3.624960,51.000000
9.387778,-0.629497,21.000000
10.428103,2.471878,71.000000
6.914710,2.474966,7.000000
10.818321,3.915766,5.000000
9.697371,-1.107347,3.000000
7.759317,5.366340,70.000000
7.496190,5.269599,12.000000
9.725448,4.648239,77.000000
8.960672,3.659245,62.000000
9.263721,4.387291,87.000000
6.781412,2.773917,32.000000
-0.537460,1.969238,17.000000
7.184311,-0.199465,1.000000
8.029125,3.742167,48.000000
8.196180,4.166747,39.000000
8.479262,-0.884097,25.000000
9.138474,4.241895,87.000000
0.675347,1.480597,37.000000
6.787291,2.943006,32.000000
8.494330,3.616288,52.000000
10.951150,2.296533,93.000000
8.401533,4.081528,34.000000
8.189397,4.169514,39.000000
10.516018,2.892453,56.000000
9.631157,4.663022,77.000000
7.440668,0.506409,22.000000
11.015725,2.230043,10.000000
10.910316,3.361232,6.000000
9.445640,4.312705,53.000000
11.202768,4.723174,20.000000
7.544651,5.391779,12.000000
