x,y,cluster
-0.768223,4.246252,0.000000
4.837621,3.231008,5.000000
5.283548,2.287348,3.000000
-0.577483,3.684264,0.000000
4.986962,5.357399,7.000000
-0.607726,3.797458,0.000000
5.056947,4.053466,10.000000
-0.460354,4.989068,0.000000
-0.630370,3.862543,0.000000
5.228757,2.270444,3.000000
-0.657764,3.760207,0.000000
4.760402,2.992836,5.000000
-0.566534,3.624524,0.000000
4.677115,2.973143,5.000000
4.211313,4.954338,8.000000
4.670622,2.962524,5.000000
4.691553,2.972810,5.000000
5.448883,4.554517,10.000000
-0.340927,5.048444,0.000000
5.368799,4.499352,10.000000
4.779622,4.911941,-1.000000
-0.054014,4.658422,0.000000
5.767817,6.360885,4.000000
4.779858,4.411375,-1.000000
3.854546,4.933780,2.000000
4.922281,4.202965,10.000000
4.761910,3.044193,5.000000
-1.108230,4.329557,0.000000
-0.324285,4.455575,0.000000
5.745008,6.336414,4.000000
5.210215,2.280050,3.000000
4.989289,5.302695,7.000000
-0.911794,4.027297,0.000000
-0.599735,3.828275,0.000000
-0.694174,3.905684,0.000000
5.201642,2.268770,3.000000
5.110145,4.288892,10.000000
5.328520,4.551454,10.000000
4.852111,5.390874,6.000000
4.990100,5.493578,-1.000000
-0.604778,3.809763,0.000000
4.756110,3.012157,5.000000
4.461428,4.128607,-1.000000
5.225490,3.689978,10.000000
4.267599,5.109910,8.000000
4.924007,3.660222,10.000000
1.646554,4.748724,1.000000
-0.195159,3.921680,0.000000
-0.599722,3.616165,0.000000
-0.579555,4.531069,0.000000
5.240563,4.370707,10.000000
0.005947,5.098568,0.000000
-0.841753,4.210906,0.000000
-0.886640,4.022151,0.000000
1.533608,4.674839,1.000000
-0.256476,4.791147,0.000000
-0.507945,4.338749,0.000000
4.915076,5.399381,-1.000000
5.241828,4.396992,10.000000
5.229528,4.102457,10.000000
1.433088,4.723498,1.000000
-0.144984,3.624904,0.000000
4.933716,4.894857,-1.000000
4.550309,4.041897,10.000000
4.987256,5.380335,7.000000
5.452520,6.005801,4.000000
4.595606,4.796152,-1.000000
4.629279,3.157444,5.000000
1.702572,4.829773,1.000000
-0.262644,4.788780,0.000000
4.905417,5.463299,6.000000
3.840544,4.900476,2.000000
-0.449805,4.145879,0.000000
5.720208,6.309799,4.000000
5.052447,5.308319,7.000000
5.307461,4.482863,10.000000
-0.610187,3.611680,0.000000
-0.474227,3.832677,0.000000
5.796875,6.385395,4.000000
-0.290896,5.082063,0.000000
0.001934,5.033838,0.000000
4.754173,4.525115,-1.000000
4.797574,2.981667,5.000000
-0.624627,3.576631,0.000000
5.578109,6.183539,4.000000
-0.848451,3.946329,0.000000
4.676326,4.603570,9.000000
