x,y,cluster
-2.593192,2.635071,84.000000
4.845418,8.989268,86.000000
3.329824,5.640180,80.000000
-2.504788,2.680259,29.000000
5.392497,10.395932,3.000000
-2.405242,2.805865,29.000000
3.883119,8.472123,22.000000
1.290743,5.183266,61.000000
-2.120864,2.953482,45.000000
4.132550,7.162479,39.000000
-1.434305,3.788236,94.000000
4.792473,9.454340,38.000000
-1.943455,2.970134,25.000000
4.242548,8.522205,60.000000
4.246887,8.650046,98.000000
4.251549,8.308048,60.000000
4.166437,8.480091,60.000000
3.712973,8.159827,62.000000
-1.286648,3.618646,40.000000
4.090381,8.349137,22.000000
2.638743,6.747651,74.000000
-2.271810,3.082594,65.000000
4.399947,5.724778,14.000000
4.960326,9.153358,86.000000
5.204818,8.674014,24.000000
3.358121,5.572385,80.000000
4.489770,9.102304,56.000000
2.012568,5.046369,32.000000
0.908996,4.751117,6.000000
4.452786,5.777203,95.000000
4.023922,7.004304,39.000000
5.530739,10.227607,3.000000
-1.654382,3.904598,82.000000
-2.529479,2.690253,29.000000
-2.089751,3.100574,78.000000
4.094006,6.996332,39.000000
3.984087,8.685822,22.000000
2.813195,5.477102,31.000000
3.046189,7.116710,1.000000
3.604666,5.683335,80.000000
-2.078785,2.938735,25.000000
5.078686,9.554118,38.000000
4.272697,7.700021,73.000000
4.486279,9.099297,56.000000
2.781428,6.706642,74.000000
4.999257,8.846194,72.000000
-2.536242,3.181032,81.000000
-2.292453,2.962811,50.000000
-1.889457,3.018753,25.000000
-1.882390,3.422929,46.000000
3.909044,7.288225,12.000000
0.084012,5.078647,28.000000
-2.888674,2.621670,0.000000
-1.407583,4.109041,18.000000
-2.652757,3.170181,81.000000
-1.055681,4.046316,83.000000
-1.029906,4.076860,83.000000
4.819520,8.826358,92.000000
2.712649,5.323253,31.000000
5.468011,9.660806,23.000000
-2.326395,3.514834,9.000000
4.243179,7.777689,73.000000
2.555010,6.779137,74.000000
4.153637,7.731624,73.000000
5.526089,10.280635,3.000000
4.605978,6.398540,30.000000
4.296611,8.700624,37.000000
4.995306,9.602332,90.000000
-2.624663,3.351078,9.000000
0.175534,5.024759,88.000000
4.147370,5.780025,67.000000
5.185108,8.611386,24.000000
1.882055,5.156034,32.000000
4.446435,5.740861,14.000000
5.520358,10.335651,3.000000
2.893634,5.549170,31.000000
-1.602444,3.385520,46.000000
-2.687369,2.632439,29.000000
4.295093,5.745855,67.000000
-2.788723,2.837210,0.000000
1.793638,5.205705,13.000000
4.452702,8.902626,98.000000
5.084820,9.570919,38.000000
-1.340617,3.626729,53.000000
4.449210,5.827992,95.000000
-0.863536,4.305018,57.000000
4.217749,7.837129,91.000000
4.732638,8.807592,35.000000
3.993720,6.970518,39.000000
1.572074,5.130838,13.000000
0.011382,5.145492,88.000000
2.794290,5.326081,4.000000
