x,y,cluster
-0.833960,-12.375381,49.000000
0.250768,-13.491370,22.000000
0.220358,-13.067758,6.000000
0.233577,-13.535172,22.000000
-0.890936,-12.271761,44.000000
2.656049,-9.565959,14.000000
5.105478,7.997539,2.000000
1.939055,-11.309872,66.000000
2.758868,-10.633408,28.000000
0.161111,-13.171170,6.000000
2.649718,-9.599929,14.000000
0.191869,-13.504291,62.000000
0.256394,-13.435323,62.000000
2.668041,-9.583464,14.000000
2.622515,-11.416857,0.000000
2.663767,-9.542657,14.000000
2.646256,-9.572508,14.000000
2.984156,-10.859737,87.000000
-0.445296,-12.492087,21.000000
2.795519,-11.022804,48.000000
2.817794,-11.334986,19.000000
0.185140,-13.026595,6.000000
2.886776,-11.017199,8.000000
2.273069,-10.255281,97.000000
6.420320,-12.675215,3.000000
2.123858,-10.863286,47.000000
0.235231,-13.271090,62.000000
2.143922,-10.843011,35.000000
1.401785,-12.396173,12.000000
3.090351,-11.031715,8.000000
0.019045,-13.066406,86.000000
-0.314116,-11.966067,95.000000
2.934547,-10.831696,87.000000
2.660199,-9.557578,14.000000
-0.486779,-12.054888,71.000000
-0.797243,-12.259397,36.000000
2.620135,-10.919769,48.000000
2.963383,-11.047460,57.000000
-0.575149,-12.225469,26.000000
3.048033,-11.034949,8.000000
2.760629,-10.591594,28.000000
0.058224,-12.935754,86.000000
-0.829906,-12.369817,49.000000
2.776683,-10.575143,28.000000
2.888037,-11.314555,19.000000
-0.560093,-12.134767,56.000000
6.673051,-12.782489,52.000000
3.994031,-11.123610,42.000000
0.174210,-13.483883,62.000000
-0.423446,-12.484838,21.000000
-0.773225,-12.209265,36.000000
0.257225,-13.389193,11.000000
2.961806,-10.835679,87.000000
2.799757,-11.039331,94.000000
6.677811,-12.801867,52.000000
2.208376,-11.671849,59.000000
-0.850235,-12.457317,83.000000
3.061038,-11.094419,8.000000
2.878396,-10.908021,17.000000
2.975137,-10.856921,81.000000
6.560064,-12.775945,73.000000
2.762110,-10.756305,17.000000
1.991078,-11.388041,66.000000
-0.633511,-12.391056,27.000000
-0.857772,-12.367945,83.000000
3.090837,-11.052548,8.000000
-0.562438,-12.176795,26.000000
-0.436321,-12.484251,21.000000
0.327135,-13.427192,11.000000
2.120634,-10.793325,47.000000
2.934775,-10.947646,8.000000
6.647781,-12.776063,52.000000
1.423820,-12.112388,72.000000
3.088920,-11.059608,8.000000
-0.831320,-12.349970,83.000000
3.092905,-11.095987,10.000000
-0.051729,-12.904626,86.000000
-0.872000,-12.333163,83.000000
2.762443,-11.009559,61.000000
-0.799775,-12.315099,83.000000
0.272035,-13.387917,11.000000
1.866108,-11.718102,23.000000
-0.034483,-12.998665,86.000000
0.008715,-13.131992,86.000000
3.118643,-10.999404,8.000000
1.511215,-11.688988,34.000000
1.898967,-11.719550,23.000000
2.489710,-11.686012,16.000000
-0.903490,-12.323947,7.000000
6.431307,-12.704030,73.000000
2.917478,-11.328670,19.000000
-0.655658,-12.055201,43.000000
-0.907496,-12.312333,44.000000
-0.510222,-12.419479,27.000000
6.386371,-12.799729,73.000000
1.850112,-11.284677,9.000000
-0.848621,-12.236286,69.000000
-0.862030,-12.220502,36.000000
0.065729,-0.470785,4.000000
2.140016,-11.148376,13.000000
3.218733,-11.060532,40.000000
0.200395,-13.033434,6.000000
1.367923,-11.985635,72.000000
2.057081,-11.140498,13.000000
-0.904174,-12.345971,83.000000
1.874749,-11.313363,9.000000
2.464544,-10.944749,48.000000
3.020528,-11.173098,53.000000
-0.731151,-12.326151,36.000000
2.902948,-11.415589,46.000000
-0.573148,-12.312698,27.000000
2.571493,-11.467178,0.000000
-0.691586,-12.104425,43.000000
6.422776,-12.675067,3.000000
2.129665,-11.137970,89.000000
-0.914812,-12.211567,83.000000
-0.733338,-12.354262,36.000000
0.235684,-13.007155,32.000000
-0.240178,-12.317060,1.000000
6.701713,-12.779207,52.000000
-0.279914,-13.013484,33.000000
-0.475277,-12.067235,64.000000
-0.754106,-12.327717,83.000000
-0.779753,-12.421826,49.000000
-0.335373,-12.354623,30.000000
3.198918,-11.049527,40.000000
1.899039,-11.314512,66.000000
-0.783725,-12.356899,69.000000
-0.843070,-12.249088,36.000000
2.357404,-10.497109,5.000000
2.574046,-10.918859,61.000000
2.043631,-10.901855,25.000000
-0.805051,-12.335089,83.000000
6.546717,-12.774272,73.000000
6.416822,-12.671236,3.000000
-0.825157,-12.232686,36.000000
4.575296,-11.278533,20.000000
-0.817883,-12.277911,36.000000
1.467304,-11.733745,34.000000
3.004911,-11.191921,53.000000
2.083978,-11.342563,66.000000
3.019474,-11.032832,8.000000
-0.745079,-12.414898,36.000000
2.357307,-10.486460,5.000000
1.876370,-11.709776,23.000000
-0.482124,-12.245761,56.000000
-0.680469,-12.198349,75.000000
0.065731,-0.470785,4.000000
4.560058,-11.275690,20.000000
-0.755966,-12.412242,69.000000
-0.790658,-12.310361,69.000000
4.058955,-11.144606,42.000000
-0.898874,-12.233212,44.000000
-0.770836,-12.258814,36.000000
2.150581,-10.923355,35.000000
0.345086,-13.455689,11.000000
-0.564626,-12.305682,27.000000
0.062501,-12.589321,60.000000
