x,y,cluster
9.507035,-0.608417,8.000000
10.217787,-0.116184,40.000000
10.237169,3.436249,51.000000
10.065597,-0.684998,35.000000
8.715136,11.455514,88.000000
10.210073,-0.248924,40.000000
9.394479,0.507921,17.000000
10.227959,8.279875,11.000000
9.530578,-0.269573,52.000000
10.185472,1.215366,84.000000
10.206959,0.010133,40.000000
10.050616,-0.554226,35.000000
9.966290,-0.579460,35.000000
10.220338,-0.168679,40.000000
10.892118,9.792498,0.000000
10.215409,0.022675,40.000000
10.246151,-0.098247,40.000000
9.464859,0.048316,94.000000
9.055586,11.432271,71.000000
9.390651,0.090651,24.000000
10.148213,8.153089,11.000000
9.067804,9.157154,60.000000
10.219295,9.257198,7.000000
9.848885,2.040290,87.000000
-1.600797,4.845310,98.000000
10.252847,3.697747,6.000000
10.233738,0.016960,40.000000
11.156766,8.230556,15.000000
8.802511,8.059343,23.000000
10.244808,9.309538,7.000000
10.196308,1.091512,84.000000
8.723948,11.468961,88.000000
9.504725,-0.285092,52.000000
10.109700,-0.710342,91.000000
10.149003,-0.571158,91.000000
10.013011,6.392821,26.000000
9.456944,-0.034488,76.000000
10.336920,3.703297,6.000000
10.167383,8.448856,64.000000
11.019958,9.208488,31.000000
9.547207,-0.370835,52.000000
10.219755,0.021463,40.000000
9.472609,-0.653744,8.000000
9.580446,-0.146272,46.000000
11.035791,9.668845,85.000000
10.194718,-0.344523,13.000000
-1.420684,4.887200,96.000000
10.222386,0.407021,56.000000
10.111700,-0.500619,79.000000
10.075594,6.745497,5.000000
9.513022,-0.548092,8.000000
8.956049,8.885387,72.000000
8.525682,11.207083,36.000000
10.307827,5.475590,12.000000
-1.519089,4.825497,2.000000
8.761862,7.513686,32.000000
8.713343,7.489730,83.000000
11.120742,9.491642,80.000000
10.192721,3.215281,28.000000
10.013726,6.604858,26.000000
-1.478924,4.968942,55.000000
9.785974,0.637559,69.000000
10.205599,8.053453,11.000000
10.219629,0.945922,27.000000
8.557013,11.269114,97.000000
10.936983,9.345448,31.000000
9.477554,8.072560,3.000000
8.545506,11.122722,36.000000
-1.547961,4.895564,55.000000
9.683711,9.332323,48.000000
11.027918,8.998522,89.000000
-1.507857,4.789611,2.000000
9.479663,9.256751,37.000000
10.224778,9.269053,7.000000
8.511955,11.225509,36.000000
10.356953,3.965951,43.000000
9.736856,-0.186850,46.000000
10.173800,-0.654454,91.000000
10.238911,9.238583,7.000000
9.130959,11.458563,14.000000
8.917764,9.721492,44.000000
9.885727,8.860613,20.000000
9.752429,-0.065650,57.000000
9.799129,0.122020,57.000000
10.235845,9.226908,7.000000
10.264513,6.279077,61.000000
9.124871,7.849981,62.000000
10.240285,0.865127,27.000000
10.045423,6.452822,26.000000
9.074202,9.145245,58.000000
11.023798,9.646810,85.000000
10.241753,3.254826,51.000000
9.585865,8.145977,49.000000
10.117210,1.967334,77.000000
-1.573690,4.845781,98.000000
11.118684,9.616066,59.000000
9.132029,11.464723,14.000000
8.546316,7.414823,83.000000
10.558216,9.119697,18.000000
10.421051,5.925281,25.000000
10.337452,3.779624,6.000000
9.050922,9.103488,60.000000
9.390968,0.586038,17.000000
10.448552,5.887218,25.000000
9.154789,11.494076,14.000000
10.200137,8.097992,11.000000
9.454733,-0.049827,76.000000
11.027673,9.617619,0.000000
8.539933,11.227283,36.000000
10.513238,9.348012,16.000000
9.409260,9.385844,48.000000
10.672269,9.279800,16.000000
8.808806,8.091202,23.000000
-1.570683,4.831728,98.000000
10.317526,5.345792,12.000000
9.882752,8.940542,20.000000
9.117537,11.470297,14.000000
10.268704,0.013623,40.000000
10.119651,9.024385,20.000000
-1.401932,4.928596,96.000000
8.809461,8.037609,23.000000
8.951431,9.775505,44.000000
10.072495,6.493521,26.000000
9.029105,11.451079,71.000000
9.162692,11.500181,14.000000
11.137159,8.144364,15.000000
10.895464,9.351961,92.000000
9.858177,1.984668,87.000000
10.008959,6.639400,5.000000
10.646132,0.784104,75.000000
10.536568,9.109999,18.000000
10.222745,8.534143,29.000000
9.066380,11.516315,71.000000
-1.537497,4.919537,55.000000
-1.524790,4.909321,55.000000
10.008829,6.522496,26.000000
-0.865631,5.549308,70.000000
9.340129,0.505613,90.000000
10.094315,-0.717977,91.000000
10.951514,9.644551,0.000000
10.227072,7.969896,11.000000
10.272162,9.302676,7.000000
10.058914,-0.710350,35.000000
10.594543,0.831597,10.000000
9.228799,7.806479,62.000000
8.483217,11.188704,36.000000
9.413066,9.241912,37.000000
10.587373,9.110728,18.000000
-0.861273,5.547192,70.000000
9.596994,0.493692,65.000000
9.509484,-0.297116,46.000000
10.229203,0.445056,56.000000
10.016637,6.559324,26.000000
8.531432,7.380002,83.000000
10.569796,6.100896,78.000000
-1.373920,5.027390,41.000000
9.233197,7.926023,62.000000
11.044223,9.624894,59.000000
10.396160,5.871836,25.000000
10.288665,3.602820,6.000000
10.840332,9.786307,0.000000
9.092077,11.394544,14.000000
-1.306536,5.274651,50.000000
10.916963,9.788814,0.000000
9.112192,11.447105,14.000000
8.741617,11.487087,88.000000
9.969283,2.157804,63.000000
8.635774,11.188922,97.000000
10.567491,6.116100,78.000000
9.546582,7.926325,3.000000
9.700258,0.821739,47.000000
10.373351,5.914978,25.000000
9.943298,2.116814,63.000000
9.618076,0.783864,33.000000
10.577566,0.862432,10.000000
-1.396372,4.890468,96.000000
10.050890,-0.658485,35.000000
10.568715,0.853618,10.000000
9.553880,8.131616,3.000000
10.225557,9.312289,7.000000
10.320618,5.817255,25.000000
10.202026,-0.416985,13.000000
9.811058,2.050813,21.000000
11.012608,9.493493,59.000000
-1.304352,5.337908,50.000000
9.403650,-0.093605,52.000000
10.133837,8.413736,64.000000
10.574550,6.116333,78.000000
9.489361,-0.547623,8.000000
9.619381,-0.226713,46.000000
8.755646,7.467231,32.000000
-1.561838,4.811977,98.000000
10.001208,6.802858,5.000000
9.474372,8.040166,3.000000
10.587834,9.093781,18.000000
10.539267,9.106067,18.000000
9.923092,2.098278,63.000000
9.914491,9.306879,74.000000
-1.233597,5.349814,19.000000
9.504887,-0.632328,8.000000
-1.530361,4.934296,55.000000
9.493439,0.394767,54.000000
10.319456,5.344668,12.000000
10.585239,9.067390,18.000000
11.094689,9.546500,80.000000
-1.525944,4.965810,55.000000
-1.410638,4.836552,96.000000
8.887478,9.791898,44.000000
-1.323579,5.278880,50.000000
9.934982,8.911166,20.000000
10.093974,1.294988,68.000000
10.274449,9.266168,7.000000
10.119290,6.704289,38.000000
8.939769,9.675985,44.000000
10.211288,9.401766,81.000000
10.908710,9.166106,31.000000
10.156716,2.715590,93.000000
9.310630,0.435118,90.000000
-1.421658,4.870993,96.000000
9.988528,1.472162,1.000000
9.942223,2.101425,63.000000
8.883731,7.826138,53.000000
9.100562,11.539190,14.000000
9.389669,0.088514,24.000000
8.725141,11.472816,88.000000
11.037451,8.649195,67.000000
9.216609,9.300016,9.000000
8.566328,11.200658,36.000000
10.165346,-0.596114,91.000000
10.265245,9.280061,7.000000
8.889335,9.713022,44.000000
8.480619,11.225927,36.000000
10.242823,3.243548,28.000000
8.914702,8.904135,72.000000
8.736825,11.488301,88.000000
10.011779,9.286569,82.000000
9.920835,2.082334,63.000000
9.992618,8.296915,11.000000
9.729362,0.863624,69.000000
-1.282505,5.358402,50.000000
10.063693,1.335945,68.000000
9.652196,0.827518,47.000000
8.694974,8.198975,86.000000
9.463787,-0.204391,52.000000
11.186707,8.261439,15.000000
9.669219,0.817387,47.000000
8.713455,7.281178,83.000000
9.652371,0.582532,33.000000
9.267493,9.337783,9.000000
10.145314,8.505442,64.000000
9.938945,1.523202,39.000000
9.996994,2.147579,63.000000
10.056791,6.845952,5.000000
9.030058,7.654724,66.000000
10.171816,3.070522,28.000000
8.962796,9.047151,58.000000
10.632855,0.731289,75.000000
10.021790,6.554452,26.000000
10.357355,4.160721,43.000000
9.584208,0.674477,65.000000
8.952595,7.515132,66.000000
10.457088,5.947521,25.000000
9.597747,-0.149251,46.000000
9.993521,1.963657,45.000000
10.327311,5.403223,12.000000
10.002990,6.392720,26.000000
10.244855,8.410044,29.000000
10.272212,6.186911,61.000000
-0.957592,5.496327,70.000000
9.416435,0.561405,17.000000
9.600987,0.336568,22.000000
-1.202233,5.394870,19.000000
10.917780,9.727195,0.000000
10.221202,8.480234,29.000000
10.342046,3.524397,6.000000
10.259776,8.503670,29.000000
11.080008,9.355718,31.000000
8.629666,11.328435,4.000000
9.673922,8.199555,49.000000
8.792419,8.030831,23.000000
10.285047,5.333647,12.000000
9.436788,-0.065620,94.000000
9.377535,0.089864,24.000000
9.489253,-0.612510,8.000000
10.070285,6.830656,5.000000
-0.910239,5.526982,70.000000
11.188745,8.201284,15.000000
8.934237,7.363914,66.000000
9.484357,8.097158,3.000000
10.150465,-0.452183,79.000000
10.633763,9.059943,18.000000
10.059270,1.395305,68.000000
9.887199,1.684528,39.000000
9.087947,9.436768,34.000000
10.295121,5.434227,12.000000
10.917074,9.677595,0.000000
10.343927,4.222006,43.000000
9.621125,0.779048,65.000000
10.637355,9.399118,16.000000
10.176375,-0.563617,79.000000
10.026866,6.851307,5.000000
11.187150,8.136258,15.000000
10.638832,9.048652,18.000000
10.582824,9.399527,16.000000
10.315476,3.684868,6.000000
10.355042,5.422384,12.000000
10.589496,0.815645,10.000000
10.120582,-0.709699,91.000000
9.128988,11.485787,14.000000
8.949265,9.708797,44.000000
10.335962,3.859685,6.000000
9.651643,9.310970,37.000000
10.015556,6.504582,26.000000
10.214964,8.583763,29.000000
9.650868,-0.233696,46.000000
9.563574,0.560566,33.000000
9.866150,2.063030,87.000000
9.315644,9.343423,9.000000
10.241050,6.340653,61.000000
11.010725,9.497541,59.000000
10.070821,6.868206,5.000000
10.149696,1.345110,68.000000
9.869532,1.144340,39.000000
9.294294,0.424113,90.000000
10.302933,3.826853,6.000000
8.661642,11.390760,4.000000
8.924244,9.743001,44.000000
9.608401,0.653718,65.000000
9.076211,9.526004,95.000000
9.337153,9.673123,95.000000
-1.572055,4.843718,98.000000
9.655340,-0.085633,22.000000
8.617598,11.157054,97.000000
-1.498928,4.778488,2.000000
9.288458,9.238065,9.000000
-1.399209,4.991839,41.000000
9.732177,0.090973,57.000000
8.936917,9.642818,95.000000
9.532907,8.082006,3.000000
11.204176,8.103867,15.000000
-1.219317,5.371114,19.000000
9.427070,0.000256,94.000000
11.107391,9.674159,59.000000
9.010309,7.806664,32.000000
9.484272,8.120448,3.000000
10.462260,9.139292,18.000000
9.976195,8.988244,20.000000
10.238186,0.826859,27.000000
9.050953,7.362584,66.000000
9.105995,9.019625,58.000000
11.166742,8.160975,15.000000
10.847048,9.826958,0.000000
10.906306,9.425011,92.000000
8.543497,11.137849,36.000000
-1.540865,4.790500,2.000000
9.063722,7.478997,66.000000
9.984128,6.590658,26.000000
8.477365,7.476954,83.000000
-1.501225,4.931626,2.000000
10.233531,8.508867,29.000000
-1.503719,4.764709,2.000000
10.052302,9.383746,82.000000
8.998778,9.460794,34.000000
10.299741,0.875176,27.000000
10.267785,6.133824,61.000000
9.854434,-0.099897,57.000000
10.547204,6.098783,78.000000
9.159954,11.424532,14.000000
11.127134,9.676520,59.000000
9.538368,0.539468,65.000000
9.171149,11.427465,14.000000
8.628676,11.226388,97.000000
10.187057,7.833118,11.000000
10.368888,4.200268,43.000000
9.456349,8.015357,3.000000
8.515601,11.265007,36.000000
9.526312,0.011678,22.000000
10.894880,9.698921,85.000000
10.210565,7.920382,11.000000
9.049455,9.086007,60.000000
10.242957,3.144220,28.000000
8.820251,8.048610,23.000000
10.608153,0.755092,10.000000
9.198713,9.189294,9.000000
-1.142120,5.420783,19.000000
9.310794,0.376372,90.000000
9.998684,6.523343,26.000000
10.191126,0.399787,56.000000
9.594768,-0.413165,46.000000
9.308661,0.395887,90.000000
10.229248,8.587467,29.000000
10.276948,9.303432,7.000000
10.067720,-0.529192,35.000000
9.451460,7.930288,3.000000
10.251607,9.240727,7.000000
10.261941,6.087340,61.000000
9.838987,1.384675,39.000000
8.877489,9.777315,44.000000
8.681382,8.205287,86.000000
9.608075,0.115072,22.000000
9.236365,7.895552,62.000000
8.895073,9.743325,44.000000
9.797689,1.502008,39.000000
10.619322,9.137315,18.000000
8.454797,11.239004,36.000000
9.447652,0.069263,94.000000
8.625894,7.349636,83.000000
9.833036,0.947430,69.000000
10.236527,3.460098,51.000000
9.046881,11.446284,71.000000
10.121471,7.109653,5.000000
10.076541,6.877699,5.000000
10.063343,6.847452,5.000000
9.441965,-0.014543,94.000000
9.190538,7.839836,62.000000
10.432944,9.466928,30.000000
9.562384,0.092465,42.000000
9.977160,9.263803,82.000000
9.465969,-0.037403,76.000000
10.546094,9.443893,16.000000
8.527534,11.157789,36.000000
10.047310,1.258455,1.000000
10.298153,3.648334,6.000000
8.770197,7.526682,32.000000
10.294584,3.536731,6.000000
9.079580,7.482380,66.000000
9.814735,1.816493,87.000000
10.469172,9.141448,18.000000
10.618183,0.828091,10.000000
10.827964,9.772225,0.000000
9.943102,9.256883,82.000000
10.016445,1.202006,1.000000
10.352609,4.184679,43.000000
10.035677,1.499553,1.000000
9.047593,11.454813,71.000000
10.297428,4.085913,43.000000
10.247343,9.301180,7.000000
9.449592,-0.039218,76.000000
10.039292,6.782598,5.000000
8.632257,11.099025,97.000000
10.584312,9.049192,18.000000
9.727294,8.239102,49.000000
-1.273718,5.348822,50.000000
10.855655,9.592200,85.000000
8.726068,11.464649,88.000000
-0.870366,5.563843,70.000000
8.519604,11.210255,36.000000
9.462053,0.061376,94.000000
10.235053,9.302416,74.000000
9.617834,8.279669,49.000000
10.230154,9.297477,7.000000
10.196285,-0.094654,40.000000
-1.491801,4.923690,55.000000
-1.277996,5.310828,50.000000
10.221965,-0.029963,40.000000
9.582755,9.275751,48.000000
11.093896,9.668236,59.000000
9.058962,9.117761,60.000000
-1.532211,4.854641,2.000000
8.628133,7.477401,32.000000
9.029156,9.033451,60.000000
10.278631,0.622923,27.000000
9.615409,-0.067701,46.000000
9.168733,9.227152,9.000000
10.129033,-0.653244,91.000000
10.265337,8.427231,29.000000
10.295485,5.322857,12.000000
11.034898,8.490954,67.000000
10.179256,-0.370565,13.000000
8.984217,7.521702,66.000000
8.541236,7.427086,83.000000
11.028306,9.675285,85.000000
-1.310399,5.282685,50.000000
9.105626,11.426018,14.000000
9.883655,2.092262,87.000000
9.063084,9.399549,34.000000
10.374095,5.923183,25.000000
9.951221,1.962978,45.000000
10.145405,8.464300,64.000000
9.057122,7.929812,62.000000
11.097384,9.648882,59.000000
10.051682,6.812879,5.000000
8.941041,7.525962,66.000000
10.236074,3.472683,51.000000
10.230789,-0.442946,13.000000
-1.610791,4.860636,98.000000
10.318914,3.870806,6.000000
9.622541,0.712501,65.000000
10.171395,6.287753,61.000000
9.694063,8.227334,49.000000
9.970509,6.438295,26.000000
10.613311,6.125331,78.000000
9.612301,8.191542,49.000000
10.100765,7.034153,5.000000
