x,y,cluster
0.938606,8.174244,-1.000000
1.140593,8.515692,0.000000
0.810613,7.990916,-1.000000
1.213999,8.475178,0.000000
0.951186,6.435476,8.000000
1.581048,8.859933,1.000000
1.890832,8.277328,14.000000
0.247074,5.432990,-1.000000
1.061671,8.602999,15.000000
1.001494,8.558949,0.000000
1.501073,8.819662,1.000000
1.094838,8.433665,0.000000
1.097387,8.425571,0.000000
1.584361,8.856947,1.000000
1.004432,6.354161,11.000000
1.519600,8.825836,1.000000
1.565253,8.853202,1.000000
1.145076,8.357392,16.000000
0.812701,6.895158,9.000000
1.059635,8.320083,-1.000000
0.510114,5.862125,10.000000
1.122043,7.050736,-1.000000
-0.321523,4.385436,2.000000
1.681452,8.333971,3.000000
4.073249,7.649114,4.000000
0.801371,8.008634,-1.000000
1.045106,8.559288,0.000000
0.068028,5.432920,5.000000
1.286352,7.820145,-1.000000
-0.319328,4.389033,2.000000
1.051783,8.453396,0.000000
0.916255,6.408926,8.000000
1.215429,8.363637,16.000000
1.595665,8.793976,1.000000
1.410637,8.442352,-1.000000
0.909420,7.872343,-1.000000
1.102221,8.418245,-1.000000
0.621961,7.699198,7.000000
0.233765,5.424597,13.000000
0.099267,5.326784,5.000000
0.977003,8.711028,-1.000000
1.028306,8.523717,0.000000
0.952333,8.192638,-1.000000
1.058504,8.597242,15.000000
0.729487,6.075406,-1.000000
1.351114,8.476613,-1.000000
3.845794,7.538993,4.000000
0.829757,8.780621,-1.000000
1.090049,8.452541,0.000000
1.068995,7.273915,-1.000000
1.859841,8.186336,14.000000
1.035894,6.716136,-1.000000
1.106376,8.346311,-1.000000
0.776496,7.749899,6.000000
3.759228,7.549505,4.000000
1.264552,6.748908,-1.000000
1.330971,8.103755,-1.000000
0.766883,6.064531,11.000000
0.751382,7.809958,7.000000
1.021350,7.633818,17.000000
3.725717,7.539589,4.000000
1.220596,7.870256,-1.000000
0.378959,5.644711,-1.000000
1.194155,8.554693,-1.000000
1.030433,6.460801,8.000000
0.708028,6.342050,-1.000000
1.131273,7.208479,-1.000000
0.946553,6.889587,-1.000000
4.008126,7.585783,4.000000
0.934395,6.392822,-1.000000
-0.009598,5.039796,-1.000000
3.856227,7.545394,4.000000
1.122099,8.168304,-1.000000
-0.303072,4.384390,2.000000
1.067543,6.434154,8.000000
0.618044,7.742315,7.000000
1.023558,8.435765,0.000000
1.532630,8.637864,1.000000
-0.335457,4.401962,2.000000
0.605231,6.929529,9.000000
0.967012,6.538125,-1.000000
1.113945,7.071929,-1.000000
1.029755,8.389589,0.000000
1.114072,8.544050,0.000000
-0.165007,4.686922,2.000000
0.925066,7.954685,-1.000000
0.996600,7.118702,-1.000000
1.257933,8.778470,-1.000000
0.965931,7.831654,-1.000000
1.417802,6.830397,-1.000000
0.693120,6.014189,-1.000000
0.622372,7.886459,-1.000000
0.437987,5.789063,10.000000
0.943710,8.758661,-1.000000
4.078975,7.612929,4.000000
0.824424,6.398962,11.000000
0.603567,6.924922,9.000000
1.934197,7.725390,-1.000000
0.745007,6.379105,-1.000000
0.880695,7.669771,6.000000
0.902394,7.876523,6.000000
1.048777,7.002157,-1.000000
1.967826,8.184158,14.000000
0.455498,7.540905,-1.000000
0.689344,6.841464,9.000000
0.370252,5.658642,10.000000
1.100533,8.444867,-1.000000
0.789199,6.126104,11.000000
1.059402,6.476082,8.000000
0.708955,5.960955,18.000000
0.905878,6.780756,-1.000000
0.334304,5.523849,-1.000000
1.244019,7.728875,-1.000000
4.074929,7.604313,4.000000
0.437299,7.543411,-1.000000
0.601648,6.145793,-1.000000
0.645494,6.614913,-1.000000
1.008834,8.654296,0.000000
0.335171,5.542853,-1.000000
3.759915,7.660601,4.000000
1.378765,7.832708,-1.000000
0.906614,6.761481,-1.000000
0.915448,7.818442,-1.000000
0.825361,6.838635,9.000000
0.807852,6.623899,-1.000000
0.732749,7.559998,-1.000000
0.182183,5.453040,-1.000000
1.429111,8.420863,-1.000000
1.027142,7.526162,17.000000
0.743756,8.927839,12.000000
