x,y,cluster
0.938606,8.174244,-1.000000
1.140593,8.515692,3.000000
0.810613,7.990916,-1.000000
1.213999,8.475178,3.000000
0.951186,6.435476,12.000000
1.581048,8.859933,3.000000
1.890832,8.277328,1.000000
0.247074,5.432990,5.000000
1.061671,8.602999,7.000000
1.001494,8.558949,3.000000
1.501073,8.819662,3.000000
1.094838,8.433665,3.000000
1.097387,8.425571,3.000000
1.584361,8.856947,3.000000
1.004432,6.354161,10.000000
1.519600,8.825836,3.000000
1.565253,8.853202,-1.000000
1.145076,8.357392,7.000000
0.812701,6.895158,11.000000
1.059635,8.320083,7.000000
0.510114,5.862125,5.000000
1.122043,7.050736,10.000000
-0.321523,4.385436,6.000000
1.681452,8.333971,2.000000
4.073249,7.649114,0.000000
0.801371,8.008634,-1.000000
1.045106,8.559288,3.000000
0.068028,5.432920,5.000000
1.286352,7.820145,-1.000000
-0.319328,4.389033,6.000000
1.051783,8.453396,3.000000
0.916255,6.408926,12.000000
1.215429,8.363637,7.000000
1.595665,8.793976,3.000000
1.410637,8.442352,-1.000000
0.909420,7.872343,-1.000000
1.102221,8.418245,-1.000000
0.621961,7.699198,4.000000
0.233765,5.424597,5.000000
0.099267,5.326784,5.000000
0.977003,8.711028,-1.000000
1.028306,8.523717,3.000000
0.952333,8.192638,-1.000000
1.058504,8.597242,7.000000
0.729487,6.075406,-1.000000
1.351114,8.476613,-1.000000
3.845794,7.538993,0.000000
0.829757,8.780621,8.000000
1.090049,8.452541,3.000000
1.068995,7.273915,-1.000000
1.859841,8.186336,1.000000
1.035894,6.716136,-1.000000
1.106376,8.346311,7.000000
0.776496,7.749899,4.000000
3.759228,7.549505,0.000000
1.264552,6.748908,-1.000000
1.330971,8.103755,-1.000000
0.766883,6.064531,10.000000
0.751382,7.809958,4.000000
1.021350,7.633818,9.000000
3.725717,7.539589,0.000000
1.220596,7.870256,-1.000000
0.378959,5.644711,5.000000
1.194155,8.554693,3.000000
1.030433,6.460801,12.000000
0.708028,6.342050,-1.000000
1.131273,7.208479,-1.000000
0.946553,6.889587,-1.000000
4.008126,7.585783,0.000000
0.934395,6.392822,-1.000000
-0.009598,5.039796,-1.000000
3.856227,7.545394,0.000000
1.122099,8.168304,-1.000000
-0.303072,4.384390,6.000000
1.067543,6.434154,12.000000
0.618044,7.742315,4.000000
1.023558,8.435765,3.000000
1.532630,8.637864,-1.000000
-0.335457,4.401962,6.000000
0.605231,6.929529,11.000000
0.967012,6.538125,-1.000000
1.113945,7.071929,10.000000
1.029755,8.389589,3.000000
1.114072,8.544050,3.000000
-0.165007,4.686922,6.000000
0.925066,7.954685,4.000000
0.996600,7.118702,-1.000000
1.257933,8.778470,-1.000000
0.965931,7.831654,-1.000000
1.417802,6.830397,-1.000000
0.693120,6.014189,-1.000000
0.622372,7.886459,4.000000
0.437987,5.789063,5.000000
0.943710,8.758661,-1.000000
4.078975,7.612929,0.000000
0.824424,6.398962,10.000000
0.603567,6.924922,11.000000
1.934197,7.725390,-1.000000
0.745007,6.379105,-1.000000
0.880695,7.669771,4.000000
0.902394,7.876523,4.000000
1.048777,7.002157,-1.000000
1.967826,8.184158,1.000000
0.455498,7.540905,-1.000000
0.689344,6.841464,-1.000000
0.370252,5.658642,5.000000
1.100533,8.444867,-1.000000
0.789199,6.126104,10.000000
1.059402,6.476082,12.000000
0.708955,5.960955,5.000000
0.905878,6.780756,11.000000
0.334304,5.523849,5.000000
1.244019,7.728875,-1.000000
4.074929,7.604313,0.000000
0.437299,7.543411,-1.000000
0.601648,6.145793,5.000000
0.645494,6.614913,-1.000000
1.008834,8.654296,3.000000
0.335171,5.542853,5.000000
3.759915,7.660601,0.000000
1.378765,7.832708,-1.000000
0.906614,6.761481,-1.000000
0.915448,7.818442,-1.000000
0.825361,6.838635,11.000000
0.807852,6.623899,-1.000000
0.732749,7.559998,4.000000
0.182183,5.453040,5.000000
1.429111,8.420863,-1.000000
1.027142,7.526162,9.000000
0.743756,8.927839,8.000000
0.811816,6.343723,10.000000
0.059560,5.182143,5.000000
0.707005,6.808249,11.000000
4.037986,7.542268,0.000000
3.974472,7.573182,0.000000
1.066347,7.715126,9.000000
3.118524,7.582018,0.000000
1.868771,8.208191,1.000000
1.304008,8.463589,3.000000
0.882593,6.243305,10.000000
0.602840,5.821831,5.000000
-0.293631,4.458797,6.000000
1.290762,8.509763,3.000000
0.631467,9.011282,8.000000
1.064565,7.090587,-1.000000
1.044052,6.621339,12.000000
0.966801,7.167691,10.000000
0.739986,6.375438,-1.000000
3.204043,7.626522,0.000000
1.221530,8.205008,7.000000
0.893988,7.175828,-1.000000
0.878273,8.790883,8.000000
1.093785,7.708419,9.000000
1.954758,7.761096,-1.000000
0.416790,7.516669,-1.000000
3.908778,7.643735,0.000000
0.403413,6.112146,5.000000
0.958465,6.335096,10.000000
0.771878,7.943893,4.000000
0.959875,7.915843,4.000000
0.984920,6.289630,10.000000
0.663378,6.900522,11.000000
3.664913,7.715888,0.000000
0.937856,6.209420,10.000000
0.672978,5.966668,5.000000
0.925410,6.398245,12.000000
1.601274,8.401692,2.000000
0.988158,6.613328,12.000000
0.724237,7.804082,4.000000
0.506093,5.840491,5.000000
1.223261,8.439786,-1.000000
0.856481,7.697394,4.000000
1.689774,8.381643,2.000000
0.758819,7.669360,4.000000
0.673077,8.821671,8.000000
3.702107,7.586092,0.000000
1.162069,8.445598,3.000000
0.700293,8.987922,8.000000
0.482890,5.997244,5.000000
-0.248016,4.453691,6.000000
0.744993,7.741186,4.000000
1.288013,8.484911,-1.000000
1.257018,8.445766,-1.000000
0.921314,6.314368,10.000000
3.580630,7.559003,0.000000
3.899316,7.563198,0.000000
0.091545,5.325844,5.000000
0.400096,7.494023,-1.000000
0.948587,8.193029,-1.000000
1.237736,8.381616,3.000000
1.325332,6.791888,-1.000000
3.931271,7.546191,0.000000
1.115609,6.957029,10.000000
0.579199,5.913860,5.000000
0.753033,6.381194,-1.000000
0.732687,6.367580,-1.000000
1.723197,8.424209,2.000000
0.737712,6.035778,5.000000
3.643234,7.595824,0.000000
0.920090,8.187957,-1.000000
4.015672,7.555519,0.000000
1.208009,8.326210,7.000000
0.757672,7.762258,4.000000
0.814570,6.289515,10.000000
0.868487,6.314833,-1.000000
3.931588,7.540864,0.000000
3.884876,7.670462,0.000000
1.153089,6.729722,-1.000000
3.495061,7.637869,0.000000
0.545337,5.967377,5.000000
1.250721,8.148975,-1.000000
-0.266678,4.497443,6.000000
0.790537,7.622943,4.000000
0.961003,6.531049,-1.000000
0.813582,6.169072,10.000000
1.068933,6.442310,10.000000
0.682182,7.904747,4.000000
1.896131,8.222426,1.000000
3.888889,7.596676,0.000000
1.644882,8.363081,2.000000
1.728366,8.375490,2.000000
1.225359,6.940969,10.000000
0.849457,6.517547,-1.000000
1.007087,8.176698,-1.000000
0.956622,6.463610,12.000000
0.776806,6.279943,10.000000
0.932335,8.221405,-1.000000
1.032145,6.617267,12.000000
1.647877,8.845988,-1.000000
-0.270255,4.454383,6.000000
0.919702,8.074780,-1.000000
0.978821,6.850721,-1.000000
0.631175,7.872114,4.000000
1.362771,7.392664,-1.000000
0.920807,6.413237,12.000000
0.863018,6.609953,-1.000000
1.697879,8.436842,2.000000
0.442101,5.633284,5.000000
1.421764,8.453002,-1.000000
3.486486,7.535209,0.000000
1.336983,8.160088,-1.000000
1.287389,8.464443,-1.000000
1.191050,7.772143,-1.000000
1.150513,8.422457,7.000000
0.010141,5.424989,-1.000000
