protocol,statement-type,predicate,message,code_block,placement,pragma_version,contract_id,block_id,path
lido-dao,require,address(this).balance >= amount,"""Address: insufficient balance""",,beginning,0.8.4,,sendValue,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,"success, ""Address: unable to send value","recipient may have reverted""",,end,0.8.4,,sendValue,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,address(this).balance >= value,"""Address: insufficient balance for call""",,beginning,0.8.4,,functionCallWithValue,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,isContract(target),"""Address: call to non-contract""",,beginning,0.8.4,,functionCallWithValue,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,isContract(target),"""Address: static call to non-contract""",,beginning,0.8.4,,functionCallWithValue,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,isContract(target),"""Address: delegate call to non-contract""",,beginning,0.8.4,,functionCallWithValue,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,assert,"_IMPLEMENTATION_SLOT == bytes32(uint256(keccak256(""eip1967.proxy.implementation"")) - 1)",,,middle,0.8.4,ERC1967Proxy,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,Address.isContract(newImplementation),"""ERC1967Proxy: new implementation is not a contract""",,beginning,0.8.4,ERC1967Proxy,_setImplementation,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,admin != address(0),"""proxy: ossified""",,beginning,0.8.4,WithdrawalsManagerProxy,proxy_upgradeTo,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,msg.sender == admin,"""proxy: unauthorized""",,middle,0.8.4,WithdrawalsManagerProxy,proxy_upgradeTo,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,msg.sender == admin,"""proxy: unauthorized""",,middle,0.8.4,WithdrawalsManagerProxy,proxy_upgradeTo,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol
lido-dao,require,_stETHAmount > 0,"""wstETH: can't wrap zero stETH""",,beginning,0.6.12,WstETH,wrap,protocols/lido-dao/contracts/0.6.12/WstETH.sol
lido-dao,require,_wstETHAmount > 0,"""wstETH: zero amount unwrap not allowed""",,beginning,0.6.12,WstETH,unwrap,protocols/lido-dao/contracts/0.6.12/WstETH.sol
lido-dao,require,uint256(s) <= 0x7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF5D576E7357A4501DDFE92F46681B20A0,"""ECDSA: invalid signature 's' value""",,middle,>=0.4.24 <0.9.0,,recover,protocols/lido-dao/contracts/common/lib/ECDSA.sol
lido-dao,require,signer != address(0),"""ECDSA: invalid signature""",,middle,>=0.4.24 <0.9.0,,recover,protocols/lido-dao/contracts/common/lib/ECDSA.sol
lido-dao,require,_srcStart + _len <= _src.length && _dstStart + _len <= _dst.length,"""BYTES_ARRAY_OUT_OF_BOUNDS""",,beginning,>=0.4.24 <0.9.0,,copyBytes,protocols/lido-dao/contracts/common/lib/MemUtils.sol
lido-dao,require,currentAllowance >= _subtractedValue,"""ALLOWANCE_BELOW_ZERO""",,beginning,0.4.24,StETH,decreaseAllowance,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_owner != address(0),"""APPROVE_FROM_ZERO_ADDR""",,beginning,0.4.24,StETH,_approve,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_spender != address(0),"""APPROVE_TO_ZERO_ADDR""",,beginning,0.4.24,StETH,_approve,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,currentAllowance >= _amount,"""ALLOWANCE_EXCEEDED""",,end,0.4.24,StETH,_spendAllowance,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_sender != address(0),"""TRANSFER_FROM_ZERO_ADDR""",,beginning,0.4.24,StETH,_transferShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_recipient != address(0),"""TRANSFER_TO_ZERO_ADDR""",,beginning,0.4.24,StETH,_transferShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_recipient != address(this),"""TRANSFER_TO_STETH_CONTRACT""",,middle,0.4.24,StETH,_transferShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_sharesAmount <= currentSenderShares,"""BALANCE_EXCEEDED""",,middle,0.4.24,StETH,_transferShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_recipient != address(0),"""MINT_TO_ZERO_ADDR""",,beginning,0.4.24,StETH,_transferShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_account != address(0),"""BURN_FROM_ZERO_ADDR""",,beginning,0.4.24,StETH,_burnShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,_sharesAmount <= accountShares,"""BALANCE_EXCEEDED""",,middle,0.4.24,StETH,_burnShares,protocols/lido-dao/contracts/0.4.24/StETH.sol
lido-dao,require,hasInitialized(),"""NOT_INITIALIZED""",,beginning,0.4.24,Lido,finalizeUpgrade_v2,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,_lidoLocator != address(0),"""LIDO_LOCATOR_ZERO_ADDRESS""",,middle,0.4.24,Lido,finalizeUpgrade_v2,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,_eip712StETH != address(0),"""EIP712_STETH_ZERO_ADDRESS""",,middle,0.4.24,Lido,finalizeUpgrade_v2,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,_sharesOf(INITIAL_TOKEN_HOLDER) != 0,"""INITIAL_HOLDER_EXISTS""",,middle,0.4.24,Lido,finalizeUpgrade_v2,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,hasInitialized(),"""NOT_INITIALIZED""",,beginning,0.4.24,Lido,finalizeUpgrade_v2,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.data.length == 0,"""NON_EMPTY_DATA""",,beginning,0.4.24,Lido,fallback,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.sender == getLidoLocator().elRewardsVault(),,,beginning,0.4.24,Lido,receiveELRewards,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.sender == getLidoLocator().withdrawalVault(),,,beginning,0.4.24,Lido,receiveWithdrawals,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.sender == locator.depositSecurityModule(),"""APP_AUTH_DSM_FAILED""",,middle,0.4.24,Lido,deposit,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,canDeposit(),"""CAN_NOT_DEPOSIT""",,middle,0.4.24,Lido,deposit,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,_postClValidators <= depositedValidators,"""REPORTED_MORE_DEPOSITED""",,middle,0.4.24,Lido,_processClStateUpdate,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,_postClValidators >= _preClValidators,"""REPORTED_LESS_VALIDATORS""",,middle,0.4.24,Lido,_processClStateUpdate,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.value != 0,"""ZERO_DEPOSIT""",,beginning,0.4.24,Lido,_submit,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,!stakeLimitData.isStakingPaused(),"""STAKING_PAUSED""",,middle,0.4.24,Lido,_submit,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.value <= currentStakeLimit,"""STAKE_LIMIT""",,middle,0.4.24,Lido,_submit,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,ret.recipients.length == ret.modulesFees.length,"""WRONG_RECIPIENTS_INPUT""",,end,0.4.24,Lido,_getStakingRewardsDistribution,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,ret.moduleIds.length == ret.modulesFees.length,"""WRONG_MODULE_IDS_INPUT""",,end,0.4.24,Lido,_getStakingRewardsDistribution,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,assert,depositedValidators >= clValidators,,,end,0.4.24,Lido,_getTransientBalance,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,"canPerform(msg.sender, _role, new uint256[](0))","""APP_AUTH_FAILED""",,beginning,0.4.24,Lido,_auth,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,msg.sender == contracts.accountingOracle,"""APP_AUTH_FAILED""",,middle,0.4.24,,,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,_reportedData.reportTimestamp <= block.timestamp,"""INVALID_REPORT_TIMESTAMP""",,middle,0.4.24,Lido,_handleOracleReport,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,assert,balance != 0,,,beginning,0.4.24,Lido,_bootstrapInitialHolder,protocols/lido-dao/contracts/0.4.24/Lido.sol
lido-dao,require,block.timestamp <= _deadline,"""DEADLINE_EXPIRED""",,middle,0.4.24,StETHPermit,permit,protocols/lido-dao/contracts/0.4.24/StETHPermit.sol
lido-dao,require,"SignatureUtils.isValidSignature(_owner, hash, _v, _r, _s)","""INVALID_SIGNATURE""",,end,0.4.24,StETHPermit,permit,protocols/lido-dao/contracts/0.4.24/StETHPermit.sol
lido-dao,require,_eip712StETH != address(0),"""ZERO_EIP712STETH""",,beginning,0.4.24,StETHPermit,_initializeEIP712StETH,protocols/lido-dao/contracts/0.4.24/StETHPermit.sol
lido-dao,require,getEIP712StETH() == address(0),"""EIP712STETH_ALREADY_SET""",,beginning,0.4.24,StETHPermit,_initializeEIP712StETH,protocols/lido-dao/contracts/0.4.24/StETHPermit.sol
lido-dao,require,hasInitialized(),"""CONTRACT_NOT_INITIALIZED""",,beginning,0.4.24,NodeOperatorsRegistry,finalizeUpgrade_v2,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,id < MAX_NODE_OPERATORS_COUNT,"""MAX_OPERATORS_COUNT_EXCEEDED""",,middle,0.4.24,NodeOperatorsRegistry,addNodeOperator,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,countsLength / 16 == count && idsLength % 8 == 0 && countsLength % 16 == 0,"""INVALID_REPORT_DATA""",,beginning,0.4.24,NodeOperatorsRegistry,_checkReportPayload,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,depositedValidatorsCount >= stuckValidatorsCount,,,middle,0.4.24,NodeOperatorsRegistry,_updateExitedValidatorsCount,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,depositedValidatorsCount >= exitedValidatorsCount,,,middle,0.4.24,NodeOperatorsRegistry,_updateStuckValidatorsCount,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,totalSigningKeysCount > depositedSigningKeysCount,,,middle,0.4.24,NodeOperatorsRegistry,_invalidateReadyToDepositKeysRange,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,allocatedKeysCount == _depositsCount,"""INVALID_ALLOCATED_KEYS_COUNT""",,middle,0.4.24,NodeOperatorsRegistry,obtainDepositData,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,maxSigningKeysCount >= depositedSigningKeysCount && depositedSigningKeysCount >= exitedSigningKeysCount,,,end,0.4.24,NodeOperatorsRegistry,_getNodeOperator,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,_keysCount >= allocatedKeysCount,,,end,0.4.24,NodeOperatorsRegistry,_getSigningKeysAllocationData,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,depositedSigningKeysCountAfter > depositedSigningKeysCountBefore,,,middle,0.4.24,NodeOperatorsRegistry,_loadAllocatedSigningKeys,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,loadedKeysCount == _keysCountToLoad,,,middle,0.4.24,NodeOperatorsRegistry,_loadAllocatedSigningKeys,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,assert,totalDepositedValidators >= totalExitedValidators,,,middle,0.4.24,NodeOperatorsRegistry,getRewardsDistribution,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,_pass,"""APP_AUTH_FAILED""",,beginning,0.4.24,NodeOperatorsRegistry,_requireAuth,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,_pass,"""VALUE_IS_THE_SAME""",,beginning,0.4.24,NodeOperatorsRegistry,_requireAuth,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,_pass,"""OUT_OF_RANGE""",,beginning,0.4.24,NodeOperatorsRegistry,_requireAuth,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,_pass,"""WRONG_OPERATOR_ACTIVE_STATE""",,beginning,0.4.24,NodeOperatorsRegistry,_requireAuth,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,bytes(_name).length > 0 && bytes(_name).length <= MAX_NODE_OPERATOR_NAME_LENGTH,"""WRONG_NAME_LENGTH""",,beginning,0.4.24,NodeOperatorsRegistry,_onlyValidNodeOperatorName,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,_rewardAddress != getLocator().lido(),"""LIDO_REWARD_ADDRESS""",,end,0.4.24,NodeOperatorsRegistry,_onlyValidRewardAddress,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,_a != address(0),"""ZERO_ADDRESS""",,beginning,0.4.24,NodeOperatorsRegistry,_onlyNonZeroAddress,protocols/lido-dao/contracts/0.4.24/nos/NodeOperatorsRegistry.sol
lido-dao,require,msg.sender == getLido(),"""SENDER_NOT_ALLOWED""",,middle,0.4.24,LegacyOracle,handlePostTokenRebase,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,msg.sender == getAccountingOracle(),"""SENDER_NOT_ALLOWED""",,middle,0.4.24,LegacyOracle,handleConsensusLayerReport,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,CONTRACT_VERSION_POSITION_DEPRECATED.getStorageUint256() == 0,"""WRONG_BASE_VERSION""",,middle,0.4.24,LegacyOracle,initialize,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,_lidoLocator != address(0),"""ZERO_LOCATOR_ADDRESS""",,middle,0.4.24,LegacyOracle,initialize,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,CONTRACT_VERSION_POSITION_DEPRECATED.getStorageUint256() == 3,"""WRONG_BASE_VERSION""",,beginning,0.4.24,LegacyOracle,finalizeUpgrade_v4,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,_accountingOracle != address(0),"""ZERO_ACCOUNTING_ORACLE_ADDRESS""",,beginning,0.4.24,LegacyOracle,_initialize_v4,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,_chainSpec.slotsPerEpoch > 0,"""BAD_SLOTS_PER_EPOCH""",,beginning,0.4.24,LegacyOracle,_setChainSpec,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,_chainSpec.secondsPerSlot > 0,"""BAD_SECONDS_PER_SLOT""",,beginning,0.4.24,LegacyOracle,_setChainSpec,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,_chainSpec.genesisTime > 0,"""BAD_GENESIS_TIME""",,middle,0.4.24,LegacyOracle,_setChainSpec,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,_chainSpec.epochsPerFrame > 0,"""BAD_EPOCHS_PER_FRAME""",,middle,0.4.24,LegacyOracle,_setChainSpec,protocols/lido-dao/contracts/0.4.24/oracle/LegacyOracle.sol
lido-dao,require,msg.sender == owner,ERROR_PERMISSION_DENIED,,middle,0.4.24,,,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,_owner != address(0),ERROR_ZERO_OWNER,,middle,0.4.24,LidoTemplate,setOwner,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,isContract(address(_daoFactory)),ERROR_DAO_FACTORY_NOT_CONTRACT,,middle,0.4.24,LidoTemplate,setOwner,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,isContract(address(_ens)),ERROR_ENS_NOT_CONTRACT,,middle,0.4.24,LidoTemplate,setOwner,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,isContract(address(_miniMeFactory)),ERROR_MINIME_FACTORY_NOT_CONTRACT,,middle,0.4.24,LidoTemplate,setOwner,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,isContract(address(_aragonID)),ERROR_ARAGON_ID_NOT_CONTRACT,,middle,0.4.24,LidoTemplate,setOwner,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,isContract(address(_apmRegistryFactory)),ERROR_APM_REGISTRY_FACTORY_NOT_CONTRACT,,middle,0.4.24,LidoTemplate,setOwner,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,deployState.lidoRegistry == address(0),ERROR_REGISTRY_ALREADY_DEPLOYED,,beginning,0.4.24,LidoTemplate,deployLidoAPM,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,ens.owner(node) == address(this),ERROR_ENS_NODE_NOT_OWNED_BY_TEMPLATE,,middle,0.4.24,LidoTemplate,deployLidoAPM,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,ens.owner(node) == address(this),ERROR_ENS_NODE_NOT_OWNED_BY_TEMPLATE,,middle,0.4.24,LidoTemplate,deployLidoAPM,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,deployState.lidoRegistry != address(0),ERROR_REGISTRY_NOT_DEPLOYED,,middle,0.4.24,LidoTemplate,createRepos,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,state.lidoRegistry != address(0),ERROR_REGISTRY_NOT_DEPLOYED,,middle,0.4.24,LidoTemplate,newDAO,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,state.dao == address(0),ERROR_DAO_ALREADY_DEPLOYED,,middle,0.4.24,LidoTemplate,newDAO,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,_holders.length > 0,ERROR_EMPTY_HOLDERS,,middle,0.4.24,LidoTemplate,issueTokens,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,_holders.length == _amounts.length,ERROR_BAD_AMOUNTS_LEN,,middle,0.4.24,LidoTemplate,issueTokens,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,tokenManager != address(0),ERROR_DAO_NOT_DEPLOYED,,middle,0.4.24,LidoTemplate,issueTokens,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,_stakingRouter != address(0),,,middle,0.4.24,LidoTemplate,finalizeDAO,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,state.dao != address(0),ERROR_DAO_NOT_DEPLOYED,,middle,0.4.24,LidoTemplate,finalizeDAO,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,bytes(_daoName).length > 0,ERROR_INVALID_ID,,middle,0.4.24,LidoTemplate,finalizeDAO,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,_token.totalSupply() == _expectedFinalTotalSupply,ERROR_UNEXPECTED_TOTAL_SUPPLY,,middle,0.4.24,LidoTemplate,_issueTokens,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,resolverAddress != address(0x0),"""ZERO_RESOLVER_ADDRESS""",,beginning,0.4.24,LidoTemplate,_resolveRepo,protocols/lido-dao/contracts/0.4.24/template/LidoTemplate.sol
lido-dao,require,ACTIVE_FLAG_POSITION.getStorageBool(),"""CONTRACT_IS_STOPPED""",,beginning,0.4.24,Pausable,_whenNotStopped,protocols/lido-dao/contracts/0.4.24/utils/Pausable.sol
lido-dao,require,!ACTIVE_FLAG_POSITION.getStorageBool(),"""CONTRACT_IS_ACTIVE""",,beginning,0.4.24,Pausable,_whenStopped,protocols/lido-dao/contracts/0.4.24/utils/Pausable.sol
lido-dao,require,version == getContractVersion(),"""UNEXPECTED_CONTRACT_VERSION""",,beginning,0.4.24,Versioned,_checkContractVersion,protocols/lido-dao/contracts/0.4.24/utils/Versioned.sol
lido-dao,require,_keysCount > 0 && _startIndex.add(_keysCount) <= UINT64_MAX,"""INVALID_KEYS_COUNT""",,middle,0.4.24,,saveKeysSigs,protocols/lido-dao/contracts/0.4.24/lib/SigningKeys.sol
lido-dao,require,!isEmpty,"""EMPTY_KEY""",,middle,0.4.24,,saveKeysSigs,protocols/lido-dao/contracts/0.4.24/lib/SigningKeys.sol
lido-dao,require,_maxStakeLimit != 0,"""ZERO_MAX_STAKE_LIMIT""",,middle,0.4.24,,setStakingLimit,protocols/lido-dao/contracts/0.4.24/lib/StakeLimitUtils.sol
lido-dao,require,_maxStakeLimit <= uint96(-1),"""TOO_LARGE_MAX_STAKE_LIMIT""",,middle,0.4.24,,setStakingLimit,protocols/lido-dao/contracts/0.4.24/lib/StakeLimitUtils.sol
lido-dao,require,_maxStakeLimit >= _stakeLimitIncreasePerBlock,"""TOO_LARGE_LIMIT_INCREASE""",,middle,0.4.24,,setStakingLimit,protocols/lido-dao/contracts/0.4.24/lib/StakeLimitUtils.sol
lido-dao,assert,_newPrevStakeLimit <= uint96(-1),,,middle,0.4.24,,updatePrevStakeLimit,protocols/lido-dao/contracts/0.4.24/lib/StakeLimitUtils.sol
lido-dao,assert,_data.prevStakeBlockNumber != 0,,,middle,0.4.24,,updatePrevStakeLimit,protocols/lido-dao/contracts/0.4.24/lib/StakeLimitUtils.sol
lido-dao,require,x <= UINT64_MAX,"""PACKED_OVERFLOW""",,beginning,^0.4.24,,set,protocols/lido-dao/contracts/0.4.24/lib/Packed64x4.sol
lido-dao,require,_nodeOpIds.length == _startIndexes.length && _startIndexes.length == _keysCounts.length,"""LENGTH_MISMATCH""",,middle,0.4.24,SigningKeysMock,loadKeysSigsBatch,protocols/lido-dao/contracts/0.4.24/test_helpers/SigningKeysMock.sol
lido-dao,assert,balance != 0,,,middle,0.4.24,StETHMock,,protocols/lido-dao/contracts/0.4.24/test_helpers/StETHMock.sol
lido-dao,require,pubkey.length == 48,"""DepositContract: invalid pubkey length""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,withdrawal_credentials.length == 32,"""DepositContract: invalid withdrawal_credentials length""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,signature.length == 96,"""DepositContract: invalid signature length""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,msg.value >= 1 ether,"""DepositContract: deposit value too low""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,msg.value % 1 gwei == 0,"""DepositContract: deposit value not multiple of gwei""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,deposit_amount <= type(uint64).max,"""DepositContract: deposit value too high""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,node == deposit_data_root,"""DepositContract: reconstructed DepositData does not match supplied deposit_data_root""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,require,deposit_count < MAX_DEPOSIT_COUNT,"""DepositContract: merkle tree full""",,middle,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,assert,false,,,end,0.6.11,DepositContract,deposit,protocols/lido-dao/contracts/0.6.11/deposit_contract.sol
lido-dao,assert,sharesToBurnNow == _sharesToBurn,,,end,0.8.9,Burner,commitSharesToBurn,protocols/lido-dao/contracts/0.8.9/Burner.sol
lido-dao,assert,_getRequestsByOwner()[_owner].add(requestId),,,middle,0.8.9,WithdrawalQueueBase,_enqueue,protocols/lido-dao/contracts/0.8.9/WithdrawalQueueBase.sol
lido-dao,assert,_getRequestsByOwner()[request.owner].remove(_requestId),,,middle,0.8.9,WithdrawalQueueBase,_claim,protocols/lido-dao/contracts/0.8.9/WithdrawalQueueBase.sol
lido-dao,assert,indexOneBased <= totalGuardians,,,middle,0.8.9,DepositSecurityModule,removeGuardian,protocols/lido-dao/contracts/0.8.9/DepositSecurityModule.sol
lido-dao,require,_lido != address(0),"""LIDO_ZERO_ADDRESS""",,middle,0.8.9,LidoExecutionLayerRewardsVault,,protocols/lido-dao/contracts/0.8.9/LidoExecutionLayerRewardsVault.sol
lido-dao,require,_treasury != address(0),"""TREASURY_ZERO_ADDRESS""",,middle,0.8.9,LidoExecutionLayerRewardsVault,,protocols/lido-dao/contracts/0.8.9/LidoExecutionLayerRewardsVault.sol
lido-dao,require,msg.sender == LIDO,"""ONLY_LIDO_CAN_WITHDRAW""",,beginning,0.8.9,LidoExecutionLayerRewardsVault,withdrawRewards,protocols/lido-dao/contracts/0.8.9/LidoExecutionLayerRewardsVault.sol
lido-dao,require,_amount > 0,"""ZERO_RECOVERY_AMOUNT""",,beginning,0.8.9,LidoExecutionLayerRewardsVault,recoverERC20,protocols/lido-dao/contracts/0.8.9/LidoExecutionLayerRewardsVault.sol
lido-dao,assert,_getRequestsByOwner()[_from].remove(_requestId),,,middle,0.8.9,WithdrawalQueueERC721,_transfer,protocols/lido-dao/contracts/0.8.9/WithdrawalQueueERC721.sol
lido-dao,assert,_getRequestsByOwner()[_to].add(_requestId),,,middle,0.8.9,WithdrawalQueueERC721,_transfer,protocols/lido-dao/contracts/0.8.9/WithdrawalQueueERC721.sol
lido-dao,assert,totalFee <= precisionPoints,,,middle,0.8.9,StakingRouter,getStakingRewardsDistribution,protocols/lido-dao/contracts/0.8.9/StakingRouter.sol
lido-dao,assert,etherBalanceBeforeDeposits - etherBalanceAfterDeposits == depositsValue,,,end,0.8.9,StakingRouter,deposit,protocols/lido-dao/contracts/0.8.9/StakingRouter.sol
lido-dao,assert,iter.dataOffset > dataOffset,,,middle,0.8.9,AccountingOracle,_processExtraDataItems,protocols/lido-dao/contracts/0.8.9/oracle/AccountingOracle.sol
lido-dao,assert,maxNodeOperatorsPerItem > 0,,,middle,0.8.9,AccountingOracle,_processExtraDataItems,protocols/lido-dao/contracts/0.8.9/oracle/AccountingOracle.sol
lido-dao,assert,index <= newTotalMembers,,,middle,0.8.9,HashConsensus,_removeMember,protocols/lido-dao/contracts/0.8.9/oracle/HashConsensus.sol
lido-dao,assert,prevVarIndex < variantsLength,,,middle,0.8.9,HashConsensus,_submitReport,protocols/lido-dao/contracts/0.8.9/oracle/HashConsensus.sol
