protocol,statement-type,predicate,message,code_block,placement,pragma_version,contract_id,block_id,path
eigenlayer-contracts,require,underlyingFromSharesView == expectedValueOut,"""underlyingFromSharesView != expectedValueOut""",,end,^0.8.12,StrategyBaseUnitTests,testIntegrityOfSharesToUnderlyingWithNonzeroTotalShares,protocols/eigenlayer-contracts/src/test/unit/StrategyBaseUnit.t.sol
eigenlayer-contracts,require,sharesFromUnderlying == expectedValueOut,"""sharesFromUnderlying != expectedValueOut""",,middle,^0.8.12,StrategyBaseUnitTests,testIntegrityOfUnderlyingToSharesWithNonzeroTotalShares,protocols/eigenlayer-contracts/src/test/unit/StrategyBaseUnit.t.sol
eigenlayer-contracts,require,sharesFromUnderlyingView == expectedValueOut,"""sharesFromUnderlyingView != expectedValueOut""",,end,^0.8.12,StrategyBaseUnitTests,testIntegrityOfUnderlyingToSharesWithNonzeroTotalShares,protocols/eigenlayer-contracts/src/test/unit/StrategyBaseUnit.t.sol
eigenlayer-contracts,require,!isUpgraded,"""_upgradeEigenLayerContracts: already performed m2 upgrade""",,beginning,^0.8.12,IntegrationBase,_upgradeEigenLayerContracts,protocols/eigenlayer-contracts/src/test/integration/IntegrationBase.t.sol
eigenlayer-contracts,require,!isUpgraded,"""_upgradeEigenLayerContracts: already performed m2 upgrade""",,beginning,^0.8.12,IntegrationBase,_upgradeEigenLayerContracts,protocols/eigenlayer-contracts/src/test/integration/IntegrationBase.t.sol
eigenlayer-contracts,require,timestamp >= EIGENPOD_GENESIS_TIME,"""EigenPod._timestampToEpoch: timestamp is before genesis""",,beginning,^0.8.12,IntegrationBase,_timeStampToEpoch,protocols/eigenlayer-contracts/src/test/integration/IntegrationBase.t.sol
eigenlayer-contracts,require,balanceWei >= 1 ether,"""BeaconChainMock.newValidator: deposit value too low""",,middle,^0.8.12,BeaconChainMock,newValidator,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,balanceWei % 1 gwei == 0,"""BeaconChainMock.newValidator: value not multiple of gwei""",,middle,^0.8.12,BeaconChainMock,newValidator,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,depositAmount <= type(uint64).max,"""BeaconChainMock.newValidator: deposit value too high""",,middle,^0.8.12,BeaconChainMock,newValidator,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,execPayloadRoot == expectedRoot,"""_genExecPayloadProofs: mismatched roots""",,middle,^0.8.12,BeaconChainMock,_genExecPayloadProofs,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,blockRoot == expectedRoot,"""_genBlockRootProofs: mismatched roots""",,middle,^0.8.12,BeaconChainMock,_genBlockRootProofs,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,beaconStateRoot == expectedRoot,"""_genBeaconStateRootProofs: mismatched roots""",,middle,^0.8.12,BeaconChainMock,_genBeaconStateRootProofs,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,longProof.length >= shortProof.length,"""_genConvergentProofs: invalid input""",,middle,^0.8.12,BeaconChainMock,_genConvergentProofs,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,foundConvergence,"""proofs did not converge!""",,,^0.8.12,,,protocols/eigenlayer-contracts/src/test/integration/mocks/BeaconChainMock.t.sol
eigenlayer-contracts,require,validatorFields.length == 2**VALIDATOR_FIELD_TREE_HEIGHT,"""BeaconChainProofs.verifyValidatorFields: Validator fields has incorrect length""",,middle,^0.8.12,,verifyValidatorFields,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,proof.length == 32 * ((VALIDATOR_TREE_HEIGHT + 1) + BEACON_STATE_FIELD_TREE_HEIGHT),"""BeaconChainProofs.verifyValidatorFields: Proof has incorrect length""",,middle,^0.8.12,,verifyValidatorFields,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,"Merkle.verifyInclusionSha256(proof, beaconStateRoot, validatorRoot, index)","""BeaconChainProofs.verifyValidatorFields: Invalid merkle proof""",,end,^0.8.12,,verifyValidatorFields,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,proof.length == 32 * ((BALANCE_TREE_HEIGHT + 1) + BEACON_STATE_FIELD_TREE_HEIGHT),"""BeaconChainProofs.verifyValidatorBalance: Proof has incorrect length""",,middle,^0.8.12,,verifyValidatorBalance,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,"Merkle.verifyInclusionSha256(proof, beaconStateRoot, balanceRoot, balanceIndex)","""BeaconChainProofs.verifyValidatorBalance: Invalid merkle proof""",,end,^0.8.12,,verifyValidatorBalance,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,withdrawalFields.length == 2**WITHDRAWAL_FIELD_TREE_HEIGHT,"""BeaconChainProofs.verifyWithdrawalProofs: withdrawalFields has incorrect length""",,middle,^0.8.12,,verifyWithdrawalProofs,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,proofs.blockHeaderRootIndex < 2**BLOCK_ROOTS_TREE_HEIGHT,"""BeaconChainProofs.verifyWithdrawalProofs: blockRootIndex is too large""",,middle,^0.8.12,,verifyWithdrawalProofs,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,proofs.withdrawalIndex < 2**WITHDRAWALS_TREE_HEIGHT,"""BeaconChainProofs.verifyWithdrawalProofs: withdrawalIndex is too large""",,middle,^0.8.12,,verifyWithdrawalProofs,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,"Merkle.verifyInclusionSha256(proofs.slotProof, proofs.blockHeaderRoot, proofs.slotRoot, SLOT_INDEX)","""BeaconChainProofs.verifyWithdrawalProofs: Invalid slot merkle proof""",,middle,^0.8.12,,verifyWithdrawalProofs,protocols/eigenlayer-contracts/src/test/integration/deprecatedInterfaces/mainnet/BeaconChainProofs.sol
eigenlayer-contracts,require,delegationManager.slasher() == slasher,"""delegationManager: slasher address not set correctly""",,middle,^0.8.12,IntegrationMainnetFork_UpgradeSetup,_verifyContractPointers,protocols/eigenlayer-contracts/src/test/integration/tests/Upgrade_Setup.t.sol
eigenlayer-contracts,require,strategyManager.slasher() == slasher,"""strategyManager: slasher address not set correctly""",,middle,^0.8.12,IntegrationMainnetFork_UpgradeSetup,_verifyContractPointers,protocols/eigenlayer-contracts/src/test/integration/tests/Upgrade_Setup.t.sol
eigenlayer-contracts,require,eigenPodManager.slasher() == slasher,"""eigenPodManager: slasher contract address not set correctly""",,,^0.8.12,,,protocols/eigenlayer-contracts/src/test/integration/tests/Upgrade_Setup.t.sol
eigenlayer-contracts,require,tokenBalance % 32 ether == 0,"""User.depositIntoEigenlayer: balance must be multiple of 32 eth""",,middle,^0.8.12,User,depositIntoEigenlayer,protocols/eigenlayer-contracts/src/test/integration/users/User.t.sol
eigenlayer-contracts,require,tokenBalance % 32 ether == 0,"""User.depositIntoEigenlayer: balance must be multiple of 32 eth""",,middle,^0.8.12,User,depositIntoEigenlayer,protocols/eigenlayer-contracts/src/test/integration/users/User.t.sol
eigenlayer-contracts,require,err == ECDSA.RecoverError.NoError,"""error in ecrecoverPacked""",,beginning,^0.8.12,,ecrecoverPacked,protocols/eigenlayer-contracts/src/test/utils/SignatureCompaction.sol
eigenlayer-contracts,require,"s <= HALF_CURVE_ORDER, ""malleable signature","s too high""",,beginning,^0.8.12,,packSignature,protocols/eigenlayer-contracts/src/test/utils/SignatureCompaction.sol
eigenlayer-contracts,require,"s <= HALF_CURVE_ORDER, ""malleable signature","s too high""",,beginning,^0.8.12,,packSignature,protocols/eigenlayer-contracts/src/test/utils/SignatureCompaction.sol
eigenlayer-contracts,require,mintingAllowance[msg.sender] > 0,"""Eigen.mint: msg.sender has no minting allowance""",,beginning,^0.8.12,Eigen,mint,protocols/eigenlayer-contracts/src/contracts/token/Eigen.sol
eigenlayer-contracts,require,block.timestamp > mintAllowedAfter[msg.sender],"""Eigen.mint: msg.sender is not allowed to mint yet""",,beginning,^0.8.12,Eigen,mint,protocols/eigenlayer-contracts/src/contracts/token/Eigen.sol
eigenlayer-contracts,require,"bEIGEN.transferFrom(msg.sender, address(this), amount)","""Eigen.wrap: bEIGEN transfer failed""",,beginning,^0.8.12,Eigen,wrap,protocols/eigenlayer-contracts/src/contracts/token/Eigen.sol
eigenlayer-contracts,require,"bEIGEN.transfer(msg.sender, amount)","""Eigen.unwrap: bEIGEN transfer failed""",,beginning,^0.8.12,Eigen,unwrap,protocols/eigenlayer-contracts/src/contracts/token/Eigen.sol
eigenlayer-contracts,require,receivers.length == amounts.length,"""Eigen.multisend: receivers and amounts must be the same length""",,beginning,^0.8.12,Eigen,multisend,protocols/eigenlayer-contracts/src/contracts/token/Eigen.sol
eigenlayer-contracts,require,msg.sender == rewardsUpdater,"""RewardsCoordinator: caller is not the rewardsUpdater""",,middle,^0.8.12,RewardsCoordinator,,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,msg.sender == claimer,"""RewardsCoordinator.processClaim: caller is not valid claimer""",,middle,^0.8.12,RewardsCoordinator,processClaim,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,rootIndex < _distributionRoots.length,"""RewardsCoordinator.disableRoot: invalid rootIndex""",,beginning,^0.8.12,RewardsCoordinator,disableRoot,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,!root.disabled,"""RewardsCoordinator.disableRoot: root already disabled""",,middle,^0.8.12,RewardsCoordinator,disableRoot,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,block.timestamp < root.activatedAt,"""RewardsCoordinator.disableRoot: root already activated""",,middle,^0.8.12,RewardsCoordinator,disableRoot,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,rewardsSubmission.amount > 0,"""RewardsCoordinator._validateRewardsSubmission: amount cannot be 0""",,middle,^0.8.12,RewardsCoordinator,_validateRewardsSubmission,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,!root.disabled,"""RewardsCoordinator._checkClaim: root is disabled""",,middle,^0.8.12,RewardsCoordinator,disableRoot,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,block.timestamp >= root.activatedAt,"""RewardsCoordinator._checkClaim: root not activated yet""",,beginning,^0.8.12,RewardsCoordinator,_checkClaim,protocols/eigenlayer-contracts/src/contracts/core/RewardsCoordinator.sol
eigenlayer-contracts,require,!isDelegated(msg.sender),"""DelegationManager.registerAsOperator: caller is already actively delegated""",,middle,^0.8.12,DelegationManager,registerAsOperator,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,isOperator(msg.sender),"""DelegationManager.modifyOperatorDetails: caller must be an operator""",,beginning,^0.8.12,DelegationManager,modifyOperatorDetails,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,isOperator(msg.sender),"""DelegationManager.updateOperatorMetadataURI: caller must be an operator""",,beginning,^0.8.12,DelegationManager,modifyOperatorDetails,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,!isDelegated(msg.sender),"""DelegationManager.delegateTo: staker is already actively delegated""",,middle,^0.8.12,DelegationManager,registerAsOperator,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,isOperator(operator),"""DelegationManager.delegateTo: operator is not registered in EigenLayer""",,middle,^0.8.12,DelegationManager,delegateTo,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,!isDelegated(staker),"""DelegationManager.delegateToBySignature: staker is already actively delegated""",,middle,^0.8.12,DelegationManager,delegateToBySignature,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,isDelegated(staker),"""DelegationManager.undelegate: staker must be delegated to undelegate""",,middle,^0.8.12,DelegationManager,delegateToBySignature,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,!isOperator(staker),"""DelegationManager.undelegate: operators cannot be undelegated""",,middle,^0.8.12,DelegationManager,undelegate,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,staker != address(0),"""DelegationManager.undelegate: cannot undelegate zero address""",,middle,^0.8.12,DelegationManager,undelegate,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,strategies.length != 0,"""DelegationManager._removeSharesAndQueueWithdrawal: strategies cannot be empty""",,middle,^0.8.12,DelegationManager,_removeSharesAndQueueWithdrawal,protocols/eigenlayer-contracts/src/contracts/core/DelegationManager.sol
eigenlayer-contracts,require,msg.sender == address(delegation),"""StrategyManager.onlyDelegationManager: not the DelegationManager""",,middle,^0.8.12,StrategyManager,,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,expiry >= block.timestamp,"""StrategyManager.depositIntoStrategyWithSignature: signature expired""",,middle,^0.8.12,StrategyManager,depositIntoStrategyWithSignature,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,staker != address(0),"""StrategyManager._addShares: staker cannot be zero address""",,beginning,^0.8.12,StrategyManager,_addShares,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,shares != 0,"""StrategyManager._addShares: shares should not be zero!""",,middle,^0.8.12,StrategyManager,_addShares,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,shareAmount != 0,"""StrategyManager._removeShares: shareAmount should not be zero!""",,beginning,^0.8.12,StrategyManager,_removeShares,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,shareAmount <= userShares,"""StrategyManager._removeShares: shareAmount too high""",,middle,^0.8.12,StrategyManager,_removeShares,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,j != stratsLength,"""StrategyManager._removeStrategyFromStakerStrategyList: strategy not found""",,middle,^0.8.12,StrategyManager,_removeStrategyFromStakerStrategyList,protocols/eigenlayer-contracts/src/contracts/core/StrategyManager.sol
eigenlayer-contracts,require,!operatorSaltIsSpent[msg.sender][salt],"""AVSDirectory.cancelSalt: cannot cancel spent salt""",,beginning,^0.8.12,AVSDirectory,cancelSalt,protocols/eigenlayer-contracts/src/contracts/core/AVSDirectory.sol
eigenlayer-contracts,require,token == underlyingToken || token == EIGEN,"""EigenStrategy.deposit: Can only deposit bEIGEN or EIGEN""",,beginning,^0.8.12,EigenStrategy,_beforeDeposit,protocols/eigenlayer-contracts/src/contracts/strategies/EigenStrategy.sol
eigenlayer-contracts,require,token == underlyingToken || token == EIGEN,"""EigenStrategy.withdraw: Can only withdraw bEIGEN or EIGEN""",,beginning,^0.8.12,EigenStrategy,_beforeDeposit,protocols/eigenlayer-contracts/src/contracts/strategies/EigenStrategy.sol
eigenlayer-contracts,require,amount <= maxPerDeposit,"""StrategyBaseTVLLimits: max per deposit exceeded""",,beginning,^0.8.12,StrategyBaseTVLLimits,_beforeDeposit,protocols/eigenlayer-contracts/src/contracts/strategies/StrategyBaseTVLLimits.sol
eigenlayer-contracts,require,_tokenBalance() <= maxTotalDeposits,"""StrategyBaseTVLLimits: max deposits exceeded""",,beginning,^0.8.12,StrategyBaseTVLLimits,_beforeDeposit,protocols/eigenlayer-contracts/src/contracts/strategies/StrategyBaseTVLLimits.sol
eigenlayer-contracts,require,msg.sender == address(strategyManager),"""StrategyBase.onlyStrategyManager""",,middle,^0.8.12,StrategyBase,,protocols/eigenlayer-contracts/src/contracts/strategies/StrategyBase.sol
eigenlayer-contracts,require,newShares != 0,"""StrategyBase.deposit: newShares cannot be zero""",,middle,^0.8.12,StrategyBase,deposit,protocols/eigenlayer-contracts/src/contracts/strategies/StrategyBase.sol
eigenlayer-contracts,require,token == underlyingToken,"""StrategyBase.deposit: Can only deposit underlyingToken""",,beginning,^0.8.12,StrategyBase,_beforeDeposit,protocols/eigenlayer-contracts/src/contracts/strategies/StrategyBase.sol
eigenlayer-contracts,require,token == underlyingToken,"""StrategyBase.withdraw: Can only withdraw the strategy token""",,beginning,^0.8.12,StrategyBase,_beforeDeposit,protocols/eigenlayer-contracts/src/contracts/strategies/StrategyBase.sol
eigenlayer-contracts,require,validatorPubkey.length == 48,"""Input should be 48 bytes in length""",,beginning,^0.8.0,,hashValidatorBLSPubkey,protocols/eigenlayer-contracts/src/contracts/libraries/BeaconChainProofs.sol
eigenlayer-contracts,require,proof.length % 32 == 0,"""Merkle.processInclusionProofKeccak: proof length should be a multiple of 32""",,middle,^0.8.0,,processInclusionProofKeccak,protocols/eigenlayer-contracts/src/contracts/libraries/Merkle.sol
eigenlayer-contracts,require,_length + 31 >= _length,"""slice_overflow""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + _length,"""slice_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 20,"""toAddress_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 1,"""toUint8_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 2,"""toUint16_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 4,"""toUint32_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 8,"""toUint64_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 12,"""toUint96_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 16,"""toUint128_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 32,"""toUint256_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,_bytes.length >= _start + 32,"""toBytes32_outOfBounds""",,,>=0.8.0 <0.9.0,,,protocols/eigenlayer-contracts/src/contracts/libraries/BytesLib.sol
eigenlayer-contracts,require,msg.sender == unpauser,"""msg.sender is not permissioned as unpauser""",,middle,^0.8.12,PauserRegistry,,protocols/eigenlayer-contracts/src/contracts/permissions/PauserRegistry.sol
eigenlayer-contracts,require,pauser != address(0),"""PauserRegistry._setPauser: zero address input""",,beginning,^0.8.12,PauserRegistry,_setIsPauser,protocols/eigenlayer-contracts/src/contracts/permissions/PauserRegistry.sol
eigenlayer-contracts,require,newUnpauser != address(0),"""PauserRegistry._setUnpauser: zero address input""",,beginning,^0.8.12,PauserRegistry,_setUnpauser,protocols/eigenlayer-contracts/src/contracts/permissions/PauserRegistry.sol
eigenlayer-contracts,require,pauserRegistry.isPauser(msg.sender),"""msg.sender is not permissioned as pauser""",,middle,^0.8.12,Pausable,,protocols/eigenlayer-contracts/src/contracts/permissions/Pausable.sol
eigenlayer-contracts,require,msg.sender == pauserRegistry.unpauser(),"""msg.sender is not permissioned as unpauser""",,middle,^0.8.12,Pausable,,protocols/eigenlayer-contracts/src/contracts/permissions/Pausable.sol
eigenlayer-contracts,require,_paused == 0,"""Pausable: contract is paused""",,,^0.8.12,,,protocols/eigenlayer-contracts/src/contracts/permissions/Pausable.sol
eigenlayer-contracts,require,!paused(index),"""Pausable: index is paused""",,,^0.8.12,,,protocols/eigenlayer-contracts/src/contracts/permissions/Pausable.sol
eigenlayer-contracts,require,(_paused & newPausedStatus) == _paused,"""Pausable.pause: invalid attempt to unpause functionality""",,middle,^0.8.12,Pausable,pauseAll,protocols/eigenlayer-contracts/src/contracts/permissions/Pausable.sol
eigenlayer-contracts,require,address(ownerToPod[podOwner]) == msg.sender,"""EigenPodManager.onlyEigenPod: not a pod""",,middle,^0.8.12,EigenPodManager,,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,!hasPod(msg.sender),"""EigenPodManager.createPod: Sender already has a pod""",,beginning,^0.8.12,EigenPodManager,createPod,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,int256(shares) >= 0,"""EigenPodManager.removeShares: shares cannot be negative""",,beginning,^0.8.12,EigenPodManager,removeShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,shares % GWEI_TO_WEI == 0,"""EigenPodManager.removeShares: shares must be a whole Gwei amount""",,beginning,^0.8.12,EigenPodManager,removeShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,podOwner != address(0),"""EigenPodManager.addShares: podOwner cannot be zero address""",,beginning,^0.8.12,EigenPodManager,addShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,int256(shares) >= 0,"""EigenPodManager.addShares: shares cannot be negative""",,beginning,^0.8.12,EigenPodManager,removeShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,shares % GWEI_TO_WEI == 0,"""EigenPodManager.addShares: shares must be a whole Gwei amount""",,beginning,^0.8.12,EigenPodManager,removeShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,podOwner != address(0),"""EigenPodManager.withdrawSharesAsTokens: podOwner cannot be zero address""",,beginning,^0.8.12,EigenPodManager,addShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,destination != address(0),"""EigenPodManager.withdrawSharesAsTokens: destination cannot be zero address""",,middle,^0.8.12,EigenPodManager,withdrawSharesAsTokens,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,int256(shares) >= 0,"""EigenPodManager.withdrawSharesAsTokens: shares cannot be negative""",,beginning,^0.8.12,EigenPodManager,removeShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,shares % GWEI_TO_WEI == 0,"""EigenPodManager.withdrawSharesAsTokens: shares must be a whole Gwei amount""",,beginning,^0.8.12,EigenPodManager,removeShares,protocols/eigenlayer-contracts/src/contracts/pods/EigenPodManager.sol
eigenlayer-contracts,require,msg.sender == address(eigenPodManager),"""EigenPod.onlyEigenPodManager: not eigenPodManager""",,middle,^0.8.12,EigenPod,,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,msg.sender == podOwner,"""EigenPod.onlyEigenPodOwner: not podOwner""",,middle,^0.8.12,EigenPod,,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,!hasRestaked,"""EigenPod.hasNeverRestaked: restaking is enabled""",,middle,^0.8.12,EigenPod,,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,hasRestaked,"""EigenPod.hasEnabledRestaking: restaking is not enabled""",,middle,^0.8.12,EigenPod,,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,_podOwner != address(0),"""EigenPod.initialize: podOwner cannot be zero address""",,beginning,^0.8.12,EigenPod,initialize,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,msg.value == 32 ether,"""EigenPod.stake: must initially stake for any validator with 32 ether""",,middle,^0.8.12,EigenPod,stake,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,validatorInfo.status == VALIDATOR_STATUS.ACTIVE,"""EigenPod.verifyBalanceUpdate: Validator not active""",,middle,^0.8.12,EigenPod,_verifyBalanceUpdate,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,validatorPubkey.length == 48,"""EigenPod._calculateValidatorPubkeyHash must be a 48-byte BLS public key""",,beginning,^0.8.12,EigenPod,_calculateValidatorPubkeyHash,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
eigenlayer-contracts,require,timestamp >= GENESIS_TIME,"""EigenPod._timestampToEpoch: timestamp is before genesis""",,beginning,^0.8.12,EigenPod,_timestampToEpoch,protocols/eigenlayer-contracts/src/contracts/pods/EigenPod.sol
dai-stablecoin-system,require,wards[msg.sender] == 1,"""Dai/not-authorized""",,beginning,^0.6.12,Dai,deny,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,(z = x + y) >= x,,,beginning,^0.6.12,Dai,add,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,(z = x - y) <= x,,,beginning,^0.6.12,Dai,sub,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,balanceOf[src] >= wad,"""Dai/insufficient-balance""",,middle,^0.6.12,Dai,transferFrom,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,allowance[src][msg.sender] >= wad,"""Dai/insufficient-allowance""",,end,^0.6.12,Dai,transferFrom,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,balanceOf[usr] >= wad,"""Dai/insufficient-balance""",,beginning,^0.6.12,Dai,burn,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,allowance[usr][msg.sender] >= wad,"""Dai/insufficient-allowance""",,end,^0.6.12,Dai,burn,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,holder != address(0),"""Dai/invalid-address-0""",,middle,^0.6.12,Dai,permit,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,"holder == ecrecover(digest, v, r, s)","""Dai/invalid-permit""",,middle,^0.6.12,Dai,permit,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,expiry == 0 || now <= expiry,"""Dai/permit-expired""",,middle,^0.6.12,Dai,permit,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,nonce == nonces[holder]++,"""Dai/invalid-nonce""",,middle,^0.6.12,Dai,permit,protocols/dai-stablecoin-system/src/dai.sol
dai-stablecoin-system,require,wards[msg.sender] == 1,"""Dog/not-authorized""",,beginning,^0.6.12,Dog,deny,protocols/dai-stablecoin-system/src/dog.sol
dai-stablecoin-system,require,(z = x + y) >= x,,,beginning,^0.6.12,Dog,add,protocols/dai-stablecoin-system/src/dog.sol
