function_name,arguments,payable,override,virtual,visibility,state-changing,modifiers,returns,path,contract_id,protocol
add,"""uint a, uint b""",False,False,False,public,pure,,uint,protocols/lido-dao/gasprofile/test-contracts/Baz.sol,Baz,lido-dao
foo,"""uint c""",False,False,False,public,state-changing,,,protocols/lido-dao/gasprofile/test-contracts/FooBase.sol,FooBase,lido-dao
callBar,"""uint i""",False,False,False,public,state-changing,,,protocols/lido-dao/gasprofile/test-contracts/FooBase.sol,FooBase,lido-dao
bar,"""uint i""",False,False,False,public,state-changing,,uint,protocols/lido-dao/gasprofile/test-contracts/Bar.sol,Bar,lido-dao
callBar,"""uint i""",False,False,False,public,state-changing,,,protocols/lido-dao/gasprofile/test-contracts/Foo.sol,Foo,lido-dao
invariant_allocated_output,"""""",False,False,False,external,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
invariant_buckets_output,"""""",False,False,False,external,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
invariant_allocated_bucket_values_not_exceed_capacities,"""""",False,False,False,external,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
invariant_allocated_matches_bucket_changes,"""""",False,False,False,external,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
invariant_allocated_less_then_allocation_size_only_when_all_buckets_filled,"""""",False,False,False,external,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
_assertAllocated,"""uint256 _expected, uint256 _actual""",False,False,False,internal,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
_assertBucketsAllocation,"""uint256[] memory _expected, uint256[] memory _actual""",False,False,False,internal,view,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
getInput,"""""",False,False,False,external,view,"uint256, memory, buckets, uint256, memory, capacities, uint256, allocationSize, ",,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
getExpectedOutput,"""""",False,False,False,external,view,"uint256, memory, buckets, uint256, memory, capacities, uint256, allocated, ",,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
getActualOutput,"""""",False,False,False,external,view,"uint256, memory, buckets, uint256, memory, capacities, uint256, allocated, ",,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
_fillExpectedAllocateOutput,"""""",False,False,False,internal,state-changing,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
_fillActualAllocateOutput,"""""",False,False,False,internal,state-changing,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.helpers.sol,MinFirstAllocationStrategyFuzzTesting,lido-dao
hasCode,"""address addr""",False,False,False,public,view,,bool,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
ethMessageHash,"""string memory message""",False,False,False,internal,pure,,bytes32,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
setUp,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testHasCodeFalse,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testEoaIsValidSignature,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testEoaIsValidSignatureFuzz,"""uint256 eoa_num""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testIsValidSignatureFuzzMessage,"""bytes memory data""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testIsValidSignatureFuzzV,"""uint8 _v""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testIsValidSignatureFuzzR,"""bytes32 _r""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testIsValidSignatureFuzzS,"""bytes32 _s""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testIsValidSignatureWrongSigner,"""uint256 rogueSigner""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/signature-utils.test.sol,ExposedSignatureUtils,lido-dao
testMaxUint256_a_b,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxUint256_b_a,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxUint256_a_b_equal,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxUint256Fuzz,"""uint256 a, uint256 b""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMinUint256_a_b,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMinUint256_b_a,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMinUint256_a_b_equal,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testUint256MinFuzz,"""uint256 a, uint256 b""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_a_b,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_b_a,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_a_b_equal,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_a_b_negative,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_a_b_positive_negative,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_b_a_negative,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_b_a_postive_negative,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256_a_b_equal_negative,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMaxInt256Fuzz,"""int256 a, int256 b""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMinInt256_a_b,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMinInt256_b_a,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testMinInt256_b_a_equal,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testInt256MinFuzz,"""int256 a, int256 b""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testCeilDivZeroFromFour,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testCeilDivByOne,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testCeilDivByTwo,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testCeilDivByThree,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testCeilDivFuzz,"""uint256 a, uint256 b""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testAbsDiffZeros,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testAbsDiffOnes,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
testAbsDiffFuzz,"""uint256 a, uint256 b""",False,False,False,public,state-changing,,,protocols/lido-dao/test/common/lib/math-256.test.sol,Math256Test,lido-dao
getDataPtr,"""bytes memory arr""",False,False,False,internal,pure,,uint256 dataPtr,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
fill,"""bytes memory arr, bytes1 value""",False,False,False,internal,pure,,bytes memory,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_unsafeAlloc_allocates_empty_byte_array,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_unsafeAlloc_allocates_memory_and_advances_free_mem_pointer,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_unsafeAlloc_pads_free_mem_pointer_to_32_bytes,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_unsafeAlloc_handles_misaligned_free_mem_pointer_and_pads_to_32_bytes,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_multiples_of_32_bytes,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_multiples_of_32_bytes_from_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_multiples_of_32b_to_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_multiples_of_32_bytes_from_and_to_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_not_multiples_of_32_bytes,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_not_multiples_of_32_bytes_from_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_not_multiples_of_32_bytes_to_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_that_are_not_multiples_of_32_bytes_from_and_to_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_shorter_than_32_bytes,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_shorter_than_32_bytes_from_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_shorter_than_32_bytes_to_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_copies_mem_chunks_shorter_than_32_bytes_from_and_to_a_non_32b_offset,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
test_memcpy_zero_length_is_handled_correctly,"""""",False,False,False,external,pure,,,protocols/lido-dao/test/common/lib/mem-utils.test.sol,MemUtilsTest,lido-dao
setUp,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.0.4.24.test.sol,MinFirstAllocationStrategyAllocateTestWrapper_0_4_24,lido-dao
setUp,"""""",False,False,False,external,state-changing,,,protocols/lido-dao/test/common/lib/min-first-allocation-strategy.0.8.9.test.sol,MinFirstAllocationStrategyAllocateTestWrapper_0_8_9,lido-dao
getStorageBool,"""bytes32 position""",False,False,False,public,view,,bool,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
getStorageAddress,"""bytes32 position""",False,False,False,public,view,,address,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
getStorageBytes32,"""bytes32 position""",False,False,False,public,view,,bytes32,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
getStorageUint256,"""bytes32 position""",False,False,False,public,view,,uint256,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
setStorageBool,"""bytes32 position, bool data""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
setStorageAddress,"""bytes32 position, address data""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
setStorageBytes32,"""bytes32 position, bytes32 data""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
setStorageUint256,"""bytes32 position, uint256 data""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
setUp,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageBoolUnitialized,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageBoolUnitializedFuzz,"""bytes32 position""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageAddressUnitialized,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageAddressUnitializedFuzz,"""bytes32 position """,False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageBytes32Unitialized,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageBytes32UnitializedFuzz,"""bytes32 position""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageUint256Unitialized,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testGetStorageUint256UnitializedFuzz,"""bytes32 position""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageBool,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageAddress,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageAddressFuzz,"""address data, bytes32 position""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageBytes32,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageBytes32Fuzz,"""bytes32 data, bytes32 position""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageUint256,"""""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
testSetStorageUint256Fuzz,"""uint256 data, bytes32 position""",False,False,False,public,state-changing,,,protocols/lido-dao/test/0.8.9/unstructured-storage.test.sol,ExposedUnstructuredStorage,lido-dao
isContract,"""address account""",False,False,False,internal,view,,bool,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
sendValue,"""address payable recipient, uint256 amount""",False,False,False,internal,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionCall,"""address target, bytes memory data""",False,False,False,internal,state-changing,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionCall,"""address target, bytes memory data, string memory errorMessage""",False,False,False,internal,state-changing,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionCallWithValue,"""address target, bytes memory data, uint256 value""",False,False,False,internal,state-changing,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionCallWithValue,"""address target, bytes memory data, uint256 value, string memory errorMessage""",False,False,False,internal,state-changing,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionStaticCall,"""address target, bytes memory data""",False,False,False,internal,view,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionStaticCall,"""address target, bytes memory data, string memory errorMessage""",False,False,False,internal,view,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionDelegateCall,"""address target, bytes memory data""",False,False,False,internal,state-changing,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
functionDelegateCall,"""address target, bytes memory data, string memory errorMessage""",False,False,False,internal,state-changing,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_verifyCallResult,"""bool success, bytes memory returndata, string memory errorMessage""",False,False,False,private,pure,,bytes memory,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_delegate,"""address implementation""",False,False,True,internal,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_implementation,"""""",False,False,True,internal,view,"function, _fallback, ",address,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_beforeFallback,"""""",False,False,True,internal,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_implementation,"""""",False,True,True,internal,view,,address impl,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_upgradeTo,"""address newImplementation""",False,False,True,internal,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_setImplementation,"""address newImplementation""",False,False,False,private,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
getAddressSlot,"""bytes32 slot""",False,False,False,internal,pure,,AddressSlot storage r,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
implementation,"""""",False,False,False,external,view,,address,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
proxy_upgradeTo,"""address newImplementation, bytes memory setupCalldata""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_getAdmin,"""""",False,False,False,internal,view,,address,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
_setAdmin,"""address newAdmin""",False,False,False,private,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
proxy_getAdmin,"""""",False,False,False,external,view,,address,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
proxy_changeAdmin,"""address newAdmin""",False,False,False,external,state-changing,,,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
proxy_getIsOssified,"""""",False,False,False,external,view,,bool,protocols/lido-dao/contracts/0.8.4/WithdrawalsManagerProxy.sol,WithdrawalsManagerStub,lido-dao
wrap,"""uint256 _stETHAmount""",False,False,False,external,state-changing,,uint256,protocols/lido-dao/contracts/0.6.12/WstETH.sol,WstETH,lido-dao
unwrap,"""uint256 _wstETHAmount""",False,False,False,external,state-changing,,uint256,protocols/lido-dao/contracts/0.6.12/WstETH.sol,WstETH,lido-dao
getWstETHByStETH,"""uint256 _stETHAmount""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.6.12/WstETH.sol,WstETH,lido-dao
getStETHByWstETH,"""uint256 _wstETHAmount""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.6.12/WstETH.sol,WstETH,lido-dao
stEthPerToken,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.6.12/WstETH.sol,WstETH,lido-dao
tokensPerStEth,"""""",False,False,False,external,view,,uint256,protocols/lido-dao/contracts/0.6.12/WstETH.sol,WstETH,lido-dao
mint,"""address recipient, uint256 amount""",False,False,False,public,state-changing,,,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
slash,"""address holder, uint256 amount""",False,False,False,public,state-changing,,,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
submit,"""address """,True,False,False,external,state-changing,,uint256,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
setTotalShares,"""uint256 _totalShares""",False,False,False,public,state-changing,,,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
setTotalPooledEther,"""uint256 _totalPooledEther""",False,False,False,public,state-changing,,,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
getPooledEthByShares,"""uint256 _sharesAmount""",False,False,False,public,view,,uint256,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
getSharesByPooledEth,"""uint256 _pooledEthAmount""",False,False,False,public,view,,uint256,protocols/lido-dao/contracts/0.6.12/mocks/StETHMockERC20.sol,StETHMockERC20,lido-dao
mint,"""address recipient, uint256 amount""",False,False,False,public,state-changing,,,protocols/lido-dao/contracts/0.6.12/mocks/WstETHMock.sol,WstETHMock,lido-dao
getChainId,"""""",False,False,False,external,view,,uint256 chainId,protocols/lido-dao/contracts/0.6.12/mocks/WstETHMock.sol,WstETHMock,lido-dao
_hasCode,"""address addr""",False,False,False,internal,view,,bool,protocols/lido-dao/contracts/common/lib/SignatureUtils.sol,SignatureUtils,lido-dao
max,"""uint256 a, uint256 b""",False,False,False,internal,pure,,uint256,protocols/lido-dao/contracts/common/lib/Math256.sol,Math256,lido-dao
min,"""uint256 a, uint256 b""",False,False,False,internal,pure,,uint256,protocols/lido-dao/contracts/common/lib/Math256.sol,Math256,lido-dao
max,"""int256 a, int256 b""",False,False,False,internal,pure,,int256,protocols/lido-dao/contracts/common/lib/Math256.sol,Math256,lido-dao
min,"""int256 a, int256 b""",False,False,False,internal,pure,,int256,protocols/lido-dao/contracts/common/lib/Math256.sol,Math256,lido-dao
ceilDiv,"""uint256 a, uint256 b""",False,False,False,internal,pure,,uint256,protocols/lido-dao/contracts/common/lib/Math256.sol,Math256,lido-dao
absDiff,"""uint256 a, uint256 b""",False,False,False,internal,pure,,uint256,protocols/lido-dao/contracts/common/lib/Math256.sol,Math256,lido-dao
recover,"""bytes32 hash, uint8 v, bytes32 r, bytes32 s""",False,False,False,internal,pure,,address,protocols/lido-dao/contracts/common/lib/ECDSA.sol,ECDSA,lido-dao
recover,"""bytes32 hash, bytes32 r, bytes32 vs""",False,False,False,internal,pure,,address,protocols/lido-dao/contracts/common/lib/ECDSA.sol,ECDSA,lido-dao
unsafeAllocateBytes,"""uint256 _len""",False,False,False,internal,pure,,bytes memory result,protocols/lido-dao/contracts/common/lib/MemUtils.sol,MemUtils,lido-dao
memcpy,"""uint256 _src, uint256 _dst, uint256 _len""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/lib/MemUtils.sol,MemUtils,lido-dao
copyBytes,"""bytes memory _src, bytes memory _dst, uint256 _srcStart, uint256 _dstStart, uint256 _len""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/lib/MemUtils.sol,MemUtils,lido-dao
copyBytes,"""bytes memory _src, bytes memory _dst, uint256 _dstStart""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/lib/MemUtils.sol,MemUtils,lido-dao
isValidSignature,"""bytes32 , bytes memory """,False,False,False,external,state-changing,,bytes4,protocols/lido-dao/contracts/common/test_helpers/ERC1271MutatingSignerMock.sol,ERC1271MutatingSignerMock,lido-dao
isTrue,"""bool value""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
isFalse,"""bool value""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
equal,"""uint256 actual, uint256 expected""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
equal,"""bytes32 actual, bytes32 expected""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
equal,"""bytes memory actual, bytes memory expected""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
equal,"""uint256[] memory actual, uint256[] memory expected""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
mem,"""uint256 start, uint256 pastEnd, bytes memory expected""",False,False,False,internal,pure,,,protocols/lido-dao/contracts/common/test_helpers/Assertions.sol,Assert,lido-dao
